year,age_range,male,female,total
2019,0-4,89,98,187
2019,5-9,103,97,200
2019,10-14,111,70,181
2019,15-19,103,106,209
2019,20-24,153,151,304
2019,25-29,189,202,391
2019,30-34,182,184,366
2019,35-39,237,197,434
2019,40-44,195,169,364
2019,45-49,192,170,362
2019,50-54,197,193,390
2019,55-59,220,219,439
2019,60-64,177,194,371
2019,65-69,129,140,269
2019,70-74,72,74,146
2019,75-79,58,63,121
2019,80-84,21,54,75
2019,85-89,14,36,50
2019,90-94,1,11,12
2019,95-99,1,1,2
2019,100+,0,0,0
2020,0-4,93,99,192
2020,5-9,100,98,198
2020,10-14,111,72,183
2020,15-19,99,90,189
2020,20-24,132,152,284
2020,25-29,203,187,390
2020,30-34,169,180,349
2020,35-39,231,204,435
2020,40-44,208,180,388
2020,45-49,192,166,358
2020,50-54,196,181,377
2020,55-59,206,223,429
2020,60-64,203,201,404
2020,65-69,135,150,285
2020,70-74,82,91,173
2020,75-79,54,58,112
2020,80-84,23,52,75
2020,85-89,16,39,55
2020,90-94,2,17,19
2020,95-99,1,2,3
2020,100+,0,0,0
2021,0-4,89,94,183
2021,5-9,101,107,208
2021,10-14,114,69,183
2021,15-19,94,84,178
2021,20-24,127,139,266
2021,25-29,196,188,384
2021,30-34,169,180,349
2021,35-39,222,209,431
2021,40-44,202,178,380
2021,45-49,204,149,353
2021,50-54,193,181,374
2021,55-59,200,231,431
2021,60-64,214,202,416
2021,65-69,144,170,314
2021,70-74,93,95,188
2021,75-79,52,59,111
2021,80-84,27,55,82
2021,85-89,16,39,55
2021,90-94,4,18,22
2021,95-99,1,3,4
2021,100+,0,0,0
2022,0-4,82,98,180
2022,5-9,109,96,205
2022,10-14,108,77,185
2022,15-19,100,81,181
2022,20-24,111,125,236
2022,25-29,181,181,362
2022,30-34,175,178,353
2022,35-39,211,210,421
2022,40-44,223,170,393
2022,45-49,196,166,362
2022,50-54,201,182,383
2022,55-59,192,224,416
2022,60-64,221,183,404
2022,65-69,138,197,335
2022,70-74,104,109,213
2022,75-79,56,68,124
2022,80-84,34,49,83
2022,85-89,16,39,55
2022,90-94,7,20,27
2022,95-99,1,4,5
2022,100+,0,0,0
2023,0-4,87,86,173
2023,5-9,101,103,204
2023,10-14,97,85,182
2023,15-19,108,74,182
2023,20-24,106,113,219
2023,25-29,174,173,347
2023,30-34,176,188,364
2023,35-39,198,197,395
2023,40-44,226,186,412
2023,45-49,199,164,363
2023,50-54,197,180,377
2023,55-59,197,205,402
2023,60-64,215,203,418
2023,65-69,152,198,350
2023,70-74,110,126,236
2023,75-79,59,65,124
2023,80-84,35,51,86
2023,85-89,19,39,58
2023,90-94,8,19,27
2023,95-99,1,5,6
2023,100+,0,0,0
2024,0-4,91,82,173
2024,5-9,89,98,187
2024,10-14,103,97,200
2024,15-19,111,70,181
2024,20-24,103,106,209
2024,25-29,153,151,304
2024,30-34,189,202,391
2024,35-39,182,184,366
2024,40-44,237,197,434
2024,45-49,195,169,364
2024,50-54,192,170,362
2024,55-59,197,193,390
2024,60-64,212,219,431
2024,65-69,165,194,359
2024,70-74,114,140,254
2024,75-79,60,74,134
2024,80-84,40,53,93
2024,85-89,19,36,55
2024,90-94,11,20,31
2024,95-99,1,7,8
2024,100+,0,0,0
2025,0-4,87,78,165
2025,5-9,93,99,192
2025,10-14,100,98,198
2025,15-19,111,72,183
2025,20-24,99,90,189
2025,25-29,132,152,284
2025,30-34,203,187,390
2025,35-39,169,180,349
2025,40-44,231,204,435
2025,45-49,208,180,388
2025,50-54,192,166,358
2025,55-59,196,181,377
2025,60-64,202,223,425
2025,65-69,184,201,385
2025,70-74,118,150,268
2025,75-79,67,91,158
2025,80-84,36,49,85
2025,85-89,21,32,53
2025,90-94,13,23,36
2025,95-99,2,9,11
2025,100+,0,0,0
2026,0-4,83,75,158
2026,5-9,89,94,183
2026,10-14,101,107,208
2026,15-19,114,69,183
2026,20-24,94,84,178
2026,25-29,127,139,266
2026,30-34,196,188,384
2026,35-39,169,180,349
2026,40-44,222,209,431
2026,45-49,202,178,380
2026,50-54,204,149,353
2026,55-59,193,181,374
2026,60-64,200,231,431
2026,65-69,193,201,394
2026,70-74,124,170,294
2026,75-79,71,93,164
2026,80-84,37,52,89
2026,85-89,22,33,55
2026,90-94,13,22,35
2026,95-99,4,9,13
2026,100+,0,0,0
2027,0-4,78,72,150
2027,5-9,82,98,180
2027,10-14,109,96,205
2027,15-19,108,77,185
2027,20-24,100,81,181
2027,25-29,111,125,236
2027,30-34,181,181,362
2027,35-39,175,178,353
2027,40-44,211,210,421
2027,45-49,223,170,393
2027,50-54,196,166,362
2027,55-59,201,182,383
2027,60-64,192,224,416
2027,65-69,200,183,383
2027,70-74,119,194,313
2027,75-79,81,104,185
2027,80-84,40,58,98
2027,85-89,24,31,55
2027,90-94,14,21,35
2027,95-99,6,9,15
2027,100+,0,0,0
2028,0-4,74,68,142
2028,5-9,87,86,173
2028,10-14,101,103,204
2028,15-19,97,85,182
2028,20-24,108,74,182
2028,25-29,106,113,219
2028,30-34,174,173,347
2028,35-39,176,188,364
2028,40-44,198,197,395
2028,45-49,226,186,412
2028,50-54,199,164,363
2028,55-59,197,180,377
2028,60-64,197,205,402
2028,65-69,197,203,400
2028,70-74,131,193,324
2028,75-79,86,117,203
2028,80-84,41,57,98
2028,85-89,24,33,57
2028,90-94,14,20,34
2028,95-99,7,9,16
2028,100+,0,0,0
2029,0-4,70,65,135
2029,5-9,91,82,173
2029,10-14,89,98,187
2029,15-19,103,97,200
2029,20-24,111,70,181
2029,25-29,103,106,209
2029,30-34,153,151,304
2029,35-39,189,202,391
2029,40-44,182,184,366
2029,45-49,237,197,434
2029,50-54,195,169,364
2029,55-59,192,170,362
2029,60-64,197,193,390
2029,65-69,196,219,415
2029,70-74,142,188,330
2029,75-79,90,128,218
2029,80-84,42,65,107
2029,85-89,25,34,59
2029,90-94,14,19,33
2029,95-99,9,9,18
2029,100+,0,0,0
2030,0-4,66,63,129
2030,5-9,87,78,165
2030,10-14,93,99,192
2030,15-19,100,98,198
2030,20-24,111,72,183
2030,25-29,99,90,189
2030,30-34,132,152,284
2030,35-39,203,187,390
2030,40-44,169,180,349
2030,45-49,231,204,435
2030,50-54,208,180,388
2030,55-59,192,166,358
2030,60-64,195,181,376
2030,65-69,188,223,411
2030,70-74,159,194,353
2030,75-79,93,136,229
2030,80-84,43,74,117
2030,85-89,24,34,58
2030,90-94,14,17,31
2030,95-99,9,11,20
2030,100+,0,0,0
2031,0-4,63,60,123
2031,5-9,83,75,158
2031,10-14,89,94,183
2031,15-19,101,107,208
2031,20-24,114,69,183
2031,25-29,94,84,178
2031,30-34,127,139,266
2031,35-39,196,188,384
2031,40-44,169,180,349
2031,45-49,222,209,431
2031,50-54,202,178,380
2031,55-59,204,149,353
2031,60-64,193,181,374
2031,65-69,185,231,416
2031,70-74,168,196,364
2031,75-79,99,150,249
2031,80-84,46,76,122
2031,85-89,24,35,59
2031,90-94,14,17,31
2031,95-99,9,10,19
2031,100+,0,0,0
2032,0-4,61,57,118
2032,5-9,78,72,150
2032,10-14,82,98,180
2032,15-19,109,96,205
2032,20-24,108,77,185
2032,25-29,100,81,181
2032,30-34,111,125,236
2032,35-39,181,181,362
2032,40-44,175,178,353
2032,45-49,211,210,421
2032,50-54,223,170,393
2032,55-59,196,166,362
2032,60-64,200,182,382
2032,65-69,178,224,402
2032,70-74,175,182,357
2032,75-79,94,171,265
2032,80-84,56,84,140
2032,85-89,25,36,61
2032,90-94,14,17,31
2032,95-99,9,9,18
2032,100+,0,0,0
2033,0-4,58,55,113
2033,5-9,74,68,142
2033,10-14,87,86,173
2033,15-19,101,103,204
2033,20-24,97,85,182
2033,25-29,108,74,182
2033,30-34,106,113,219
2033,35-39,174,173,347
2033,40-44,176,188,364
2033,45-49,198,197,395
2033,50-54,226,186,412
2033,55-59,199,164,363
2033,60-64,197,180,377
2033,65-69,183,205,388
2033,70-74,172,198,370
2033,75-79,106,172,278
2033,80-84,61,93,154
2033,85-89,25,37,62
2033,90-94,14,17,31
2033,95-99,9,9,18
2033,100+,0,0,0
2034,0-4,54,51,105
2034,5-9,70,65,135
2034,10-14,91,82,173
2034,15-19,89,98,187
2034,20-24,103,97,200
2034,25-29,111,70,181
2034,30-34,103,106,209
2034,35-39,153,151,304
2034,40-44,189,202,391
2034,45-49,182,184,366
2034,50-54,237,197,434
2034,55-59,195,169,364
2034,60-64,192,170,362
2034,65-69,184,193,377
2034,70-74,171,211,382
2034,75-79,117,169,286
2034,80-84,65,103,168
2034,85-89,24,43,67
2034,90-94,14,17,31
2034,95-99,9,9,18
2034,100+,0,0,0
2035,0-4,50,47,97
2035,5-9,66,63,129
2035,10-14,87,78,165
2035,15-19,93,99,192
2035,20-24,100,98,198
2035,25-29,111,72,183
2035,30-34,99,90,189
2035,35-39,132,152,284
2035,40-44,203,187,390
2035,45-49,169,180,349
2035,50-54,231,204,435
2035,55-59,208,180,388
2035,60-64,192,166,358
2035,65-69,185,181,366
2035,70-74,163,216,379
2035,75-79,134,174,308
2035,80-84,68,111,179
2035,85-89,24,49,73
2035,90-94,16,19,35
2035,95-99,9,11,20
2035,100+,0,0,0
