year,age_range,male,female,total
2019,0-4,97,118,215
2019,5-9,109,103,212
2019,10-14,99,81,180
2019,15-19,100,104,204
2019,20-24,127,124,251
2019,25-29,138,110,248
2019,30-34,149,129,278
2019,35-39,160,120,280
2019,40-44,147,119,266
2019,45-49,112,109,221
2019,50-54,96,92,188
2019,55-59,90,86,176
2019,60-64,90,83,173
2019,65-69,53,69,122
2019,70-74,23,32,55
2019,75-79,13,25,38
2019,80-84,10,12,22
2019,85-89,3,13,16
2019,90-94,4,4,8
2019,95-99,2,0,2
2019,100+,1,0,1
2020,0-4,89,108,197
2020,5-9,115,106,221
2020,10-14,92,71,163
2020,15-19,96,109,205
2020,20-24,126,120,246
2020,25-29,127,119,246
2020,30-34,157,115,272
2020,35-39,165,130,295
2020,40-44,140,122,262
2020,45-49,116,103,219
2020,50-54,99,94,193
2020,55-59,100,95,195
2020,60-64,82,78,160
2020,65-69,66,78,144
2020,70-74,29,38,67
2020,75-79,14,28,42
2020,80-84,11,13,24
2020,85-89,3,12,15
2020,90-94,3,5,8
2020,95-99,3,0,3
2020,100+,0,0,0
2021,0-4,78,98,176
2021,5-9,111,108,219
2021,10-14,101,82,183
2021,15-19,97,92,189
2021,20-24,117,122,239
2021,25-29,131,122,253
2021,30-34,143,106,249
2021,35-39,170,135,305
2021,40-44,143,128,271
2021,45-49,123,101,224
2021,50-54,101,98,199
2021,55-59,99,96,195
2021,60-64,82,82,164
2021,65-69,73,81,154
2021,70-74,37,40,77
2021,75-79,17,27,44
2021,80-84,10,18,28
2021,85-89,6,13,19
2021,90-94,2,5,7
2021,95-99,3,2,5
2021,100+,0,0,0
2022,0-4,74,82,156
2022,5-9,111,113,224
2022,10-14,98,89,187
2022,15-19,94,84,178
2022,20-24,113,122,235
2022,25-29,130,118,248
2022,30-34,145,109,254
2022,35-39,165,138,303
2022,40-44,141,112,253
2022,45-49,133,115,248
2022,50-54,111,105,216
2022,55-59,92,89,181
2022,60-64,87,86,173
2022,65-69,81,87,168
2022,70-74,40,50,90
2022,75-79,16,23,39
2022,80-84,11,23,34
2022,85-89,8,13,21
2022,90-94,2,5,7
2022,95-99,4,3,7
2022,100+,0,0,0
2023,0-4,67,66,133
2023,5-9,102,118,220
2023,10-14,106,92,198
2023,15-19,92,89,181
2023,20-24,105,105,210
2023,25-29,131,123,254
2023,30-34,140,114,254
2023,35-39,156,136,292
2023,40-44,159,115,274
2023,45-49,139,110,249
2023,50-54,105,112,217
2023,55-59,95,94,189
2023,60-64,93,80,173
2023,65-69,86,86,172
2023,70-74,42,59,101
2023,75-79,24,30,54
2023,80-84,12,24,36
2023,85-89,7,13,20
2023,90-94,2,7,9
2023,95-99,5,4,9
2023,100+,0,0,0
2024,0-4,59,56,115
2024,5-9,97,118,215
2024,10-14,109,103,212
2024,15-19,99,81,180
2024,20-24,100,104,204
2024,25-29,127,124,251
2024,30-34,138,110,248
2024,35-39,149,129,278
2024,40-44,160,120,280
2024,45-49,147,119,266
2024,50-54,112,109,221
2024,55-59,96,92,188
2024,60-64,90,86,176
2024,65-69,90,83,173
2024,70-74,53,69,122
2024,75-79,23,32,55
2024,80-84,13,25,38
2024,85-89,10,12,22
2024,90-94,3,11,14
2024,95-99,4,3,7
2024,100+,0,0,0
2025,0-4,60,56,116
2025,5-9,89,108,197
2025,10-14,115,106,221
2025,15-19,92,71,163
2025,20-24,96,109,205
