year,age_range,male,female,total
2019,0-4,204,181,385
2019,5-9,159,151,310
2019,10-14,135,129,264
2019,15-19,219,210,429
2019,20-24,264,261,525
2019,25-29,304,287,591
2019,30-34,288,240,528
2019,35-39,311,289,600
2019,40-44,300,305,605
2019,45-49,308,250,558
2019,50-54,314,369,683
2019,55-59,314,308,622
2019,60-64,258,238,496
2019,65-69,171,179,350
2019,70-74,74,100,174
2019,75-79,57,75,132
2019,80-84,36,66,102
2019,85-89,19,38,57
2019,90-94,10,17,27
2019,95-99,0,3,3
2019,100+,0,0,0
2020,0-4,200,174,374
2020,5-9,160,152,312
2020,10-14,140,136,276
2020,15-19,200,183,383
2020,20-24,261,263,524
2020,25-29,303,281,584
2020,30-34,283,256,539
2020,35-39,299,284,583
2020,40-44,309,294,603
2020,45-49,306,243,549
2020,50-54,308,356,664
2020,55-59,311,319,630
2020,60-64,282,252,534
2020,65-69,182,205,387
2020,70-74,86,114,200
2020,75-79,55,67,122
2020,80-84,37,72,109
2020,85-89,20,34,54
2020,90-94,12,21,33
2020,95-99,1,5,6
2020,100+,0,0,0
2021,0-4,184,168,352
2021,5-9,178,160,338
2021,10-14,140,131,271
2021,15-19,187,167,354
2021,20-24,245,246,491
2021,25-29,293,285,578
2021,30-34,304,275,579
2021,35-39,299,258,557
2021,40-44,293,290,583
2021,45-49,309,262,571
2021,50-54,309,334,643
2021,55-59,298,337,635
2021,60-64,300,269,569
2021,65-69,187,199,386
2021,70-74,106,146,252
2021,75-79,58,62,120
2021,80-84,34,73,107
2021,85-89,23,36,59
2021,90-94,14,20,34
2021,95-99,2,7,9
2021,100+,0,0,0
2022,0-4,181,161,342
2022,5-9,177,166,343
2022,10-14,152,141,293
2022,15-19,152,148,300
2022,20-24,244,233,477
2022,25-29,283,288,571
2022,30-34,311,278,589
2022,35-39,287,253,540
2022,40-44,302,283,585
2022,45-49,316,275,591
2022,50-54,303,311,614
2022,55-59,300,336,636
2022,60-64,301,286,587
2022,65-69,203,218,421
2022,70-74,124,156,280
2022,75-79,51,68,119
2022,80-84,38,64,102
2022,85-89,25,44,69
2022,90-94,13,22,35
2022,95-99,4,7,11
2022,100+,0,0,0
2023,0-4,170,157,327
2023,5-9,188,175,363
2023,10-14,157,137,294
2023,15-19,141,132,273
2023,20-24,236,229,465
2023,25-29,276,280,556
2023,30-34,310,271,581
2023,35-39,275,251,526
2023,40-44,310,282,592
2023,45-49,307,301,608
2023,50-54,299,264,563
2023,55-59,314,367,681
2023,60-64,296,301,597
2023,65-69,218,226,444
2023,70-74,129,155,284
2023,75-79,59,87,146
2023,80-84,40,63,103
2023,85-89,24,44,68
2023,90-94,13,20,33
2023,95-99,6,8,14
2023,100+,0,0,0
2024,0-4,154,140,294
2024,5-9,204,181,385
2024,10-14,159,151,310
2024,15-19,135,129,264
2024,20-24,219,210,429
2024,25-29,264,261,525
2024,30-34,304,287,591
2024,35-39,288,240,528
2024,40-44,311,289,600
2024,45-49,300,305,605
2024,50-54,308,250,558
2024,55-59,305,369,674
2024,60-64,292,308,600
2024,65-69,233,237,470
2024,70-74,146,176,322
2024,75-79,63,96,159
2024,80-84,39,63,102
2024,85-89,23,44,67
2024,90-94,13,19,32
2024,95-99,8,8,16
2024,100+,0,0,0
2025,0-4,155,142,297
2025,5-9,200,174,374
2025,10-14,160,152,312
2025,15-19,140,136,276
2025,20-24,200,183,383
2025,25-29,261,263,524
2025,30-34,303,281,584
2025,35-39,283,256,539
2025,40-44,299,284,583
2025,45-49,309,294,603
2025,50-54,306,243,549
2025,55-59,300,356,656
2025,60-64,287,319,606
2025,65-69,257,252,509
2025,70-74,157,199,356
2025,75-79,69,108,177
2025,80-84,40,59,99
2025,85-89,24,48,72
2025,90-94,13,17,30
2025,95-99,9,10,19
2025,100+,0,0,0
2026,0-4,155,143,298
2026,5-9,184,168,352
2026,10-14,178,160,338
2026,15-19,140,131,271
2026,20-24,187,167,354
2026,25-29,245,246,491
2026,30-34,293,285,578
2026,35-39,304,275,579
2026,40-44,299,258,557
2026,45-49,293,290,583
2026,50-54,309,262,571
2026,55-59,301,334,635
2026,60-64,275,337,612
2026,65-69,275,269,544
2026,70-74,162,194,356
2026,75-79,86,132,218
2026,80-84,39,57,96
2026,85-89,24,49,73
2026,90-94,14,19,33
2026,95-99,9,9,18
2026,100+,0,0,0
2027,0-4,154,143,297
2027,5-9,181,161,342
2027,10-14,177,166,343
2027,15-19,152,141,293
2027,20-24,152,148,300
2027,25-29,244,233,477
2027,30-34,283,288,571
2027,35-39,311,278,589
2027,40-44,287,253,540
2027,45-49,302,283,585
2027,50-54,316,275,591
2027,55-59,298,311,609
2027,60-64,276,336,612
2027,65-69,276,286,562
2027,70-74,178,210,388
2027,75-79,99,140,239
2027,80-84,37,62,99
2027,85-89,25,41,66
2027,90-94,14,27,41
2027,95-99,9,9,18
2027,100+,0,0,0
2028,0-4,153,142,295
2028,5-9,170,157,327
2028,10-14,188,175,363
2028,15-19,157,137,294
2028,20-24,141,132,273
2028,25-29,236,229,465
2028,30-34,276,280,556
2028,35-39,310,271,581
2028,40-44,275,251,526
2028,45-49,310,282,592
2028,50-54,307,301,608
2028,55-59,298,264,562
2028,60-64,289,367,656
2028,65-69,271,299,570
2028,70-74,193,216,409
2028,75-79,104,139,243
2028,80-84,44,75,119
2028,85-89,25,41,66
2028,90-94,14,26,40
2028,95-99,9,9,18
2028,100+,0,0,0
2029,0-4,150,139,289
2029,5-9,154,140,294
2029,10-14,204,181,385
2029,15-19,159,151,310
2029,20-24,135,129,264
2029,25-29,219,210,429
2029,30-34,264,261,525
2029,35-39,304,287,591
2029,40-44,288,240,528
2029,45-49,311,289,600
2029,50-54,300,305,605
2029,55-59,305,250,555
2029,60-64,284,369,653
2029,65-69,267,306,573
2029,70-74,208,226,434
2029,75-79,121,156,277
2029,80-84,45,79,124
2029,85-89,24,41,65
2029,90-94,14,24,38
2029,95-99,9,9,18
2029,100+,0,0,0
2030,0-4,147,136,283
2030,5-9,155,142,297
2030,10-14,200,174,374
2030,15-19,160,152,312
2030,20-24,140,136,276
2030,25-29,200,183,383
2030,30-34,261,263,524
2030,35-39,303,281,584
2030,40-44,283,256,539
2030,45-49,299,284,583
2030,50-54,309,294,603
2030,55-59,303,243,546
2030,60-64,280,356,636
2030,65-69,262,317,579
2030,70-74,232,239,471
2030,75-79,132,175,307
2030,80-84,48,86,134
2030,85-89,24,37,61
2030,90-94,14,27,41
2030,95-99,9,9,18
2030,100+,0,0,0
2031,0-4,143,133,276
2031,5-9,155,143,298
2031,10-14,184,168,352
2031,15-19,178,160,338
2031,20-24,140,131,271
2031,25-29,187,167,354
2031,30-34,245,246,491
2031,35-39,293,285,578
2031,40-44,304,275,579
2031,45-49,299,258,557
2031,50-54,293,290,583
2031,55-59,305,262,567
2031,60-64,281,334,615
2031,65-69,250,335,585
2031,70-74,250,252,502
2031,75-79,137,171,308
