year,age_range,male,female,total
2019,0-4,152,152,304
2019,5-9,151,144,295
2019,10-14,163,163,326
2019,15-19,198,187,385
2019,20-24,301,287,588
2019,25-29,312,271,583
2019,30-34,260,215,475
2019,35-39,282,202,484
2019,40-44,287,216,503
2019,45-49,246,220,466
2019,50-54,250,216,466
2019,55-59,266,232,498
2019,60-64,209,164,373
2019,65-69,114,129,243
2019,70-74,70,82,152
2019,75-79,41,42,83
2019,80-84,16,35,51
2019,85-89,11,23,34
2019,90-94,1,11,12
2019,95-99,1,3,4
2019,100+,0,0,0
2020,0-4,153,135,288
2020,5-9,147,153,300
2020,10-14,160,164,324
2020,15-19,198,167,365
2020,20-24,281,280,561
2020,25-29,313,271,584
2020,30-34,273,240,513
2020,35-39,266,203,469
2020,40-44,290,214,504
2020,45-49,254,215,469
2020,50-54,226,211,437
2020,55-59,283,232,515
2020,60-64,225,178,403
2020,65-69,128,141,269
2020,70-74,79,90,169
2020,75-79,45,49,94
2020,80-84,17,31,48
2020,85-89,11,24,35
2020,90-94,3,13,16
2020,95-99,1,4,5
2020,100+,0,0,0
2021,0-4,151,125,276
2021,5-9,147,166,313
2021,10-14,165,158,323
2021,15-19,182,166,348
2021,20-24,261,235,496
2021,25-29,317,293,610
2021,30-34,280,252,532
2021,35-39,262,206,468
2021,40-44,289,196,485
2021,45-49,251,220,471
2021,50-54,242,222,464
2021,55-59,272,225,497
2021,60-64,239,190,429
2021,65-69,138,153,291
2021,70-74,89,100,189
2021,75-79,52,54,106
2021,80-84,19,36,55
2021,85-89,10,27,37
2021,90-94,5,10,15
2021,95-99,1,5,6
2021,100+,0,0,0
2022,0-4,152,134,286
2022,5-9,148,152,300
2022,10-14,155,156,311
2022,15-19,178,164,342
2022,20-24,244,225,469
2022,25-29,314,286,600
2022,30-34,292,266,558
2022,35-39,250,209,459
2022,40-44,288,190,478
2022,45-49,272,226,498
2022,50-54,241,216,457
2022,55-59,265,225,490
2022,60-64,244,210,454
2022,65-69,152,152,304
2022,70-74,94,107,201
2022,75-79,54,58,112
2022,80-84,27,44,71
2022,85-89,9,27,36
2022,90-94,6,11,17
2022,95-99,2,6,8
2022,100+,0,0,0
2023,0-4,152,136,288
2023,5-9,157,151,308
2023,10-14,150,155,305
2023,15-19,168,155,323
2023,20-24,218,211,429
2023,25-29,309,295,604
2023,30-34,295,270,565
2023,35-39,262,193,455
2023,40-44,280,194,474
2023,45-49,284,234,518
2023,50-54,245,208,453
2023,55-59,254,227,481
2023,60-64,243,218,461
2023,65-69,176,163,339
2023,70-74,97,118,215
2023,75-79,56,70,126
2023,80-84,32,44,76
2023,85-89,7,26,33
2023,90-94,9,14,23
2023,95-99,2,6,8
2023,100+,0,0,0
2024,0-4,155,142,297
2024,5-9,152,152,304
2024,10-14,151,144,295
2024,15-19,163,163,326
2024,20-24,198,187,385
2024,25-29,301,287,588
2024,30-34,312,271,583
2024,35-39,260,215,475
2024,40-44,282,202,484
2024,45-49,287,216,503
2024,50-54,246,220,466
2024,55-59,245,216,461
2024,60-64,247,232,479
2024,65-69,189,164,353
2024,70-74,102,129,231
2024,75-79,60,82,142
2024,80-84,32,40,72
2024,85-89,11,29,40
2024,90-94,11,14,25
2024,95-99,1,7,8
2024,100+,0,0,0
2025,0-4,160,147,307
2025,5-9,153,135,288
2025,10-14,147,153,300
2025,15-19,160,164,324
2025,20-24,198,167,365
2025,25-29,281,280,561
2025,30-34,313,271,584
2025,35-39,273,240,513
2025,40-44,266,203,469
2025,45-49,290,214,504
2025,50-54,254,215,469
2025,55-59,226,211,437
2025,60-64,261,232,493
2025,65-69,201,178,379
2025,70-74,110,141,251
2025,75-79,63,90,153
2025,80-84,35,45,80
2025,85-89,12,28,40
