year,age_range,male,female,total
2019,0-4,220,237,457
2019,5-9,169,182,351
2019,10-14,179,160,339
2019,15-19,193,204,397
2019,20-24,240,242,482
2019,25-29,240,210,450
2019,30-34,226,202,428
2019,35-39,283,209,492
2019,40-44,221,144,365
2019,45-49,184,184,368
2019,50-54,222,189,411
2019,55-59,243,222,465
2019,60-64,204,186,390
2019,65-69,113,118,231
2019,70-74,58,50,108
2019,75-79,44,54,98
2019,80-84,30,46,76
2019,85-89,14,35,49
2019,90-94,7,3,10
2019,95-99,0,1,1
2019,100+,0,0,0
2020,0-4,195,210,405
2020,5-9,179,195,374
2020,10-14,176,154,330
2020,15-19,190,198,388
2020,20-24,234,239,473
2020,25-29,241,220,461
2020,30-34,232,205,437
2020,35-39,275,215,490
2020,40-44,224,141,365
2020,45-49,180,179,359
2020,50-54,223,176,399
2020,55-59,245,226,471
2020,60-64,209,210,419
2020,65-69,135,124,259
2020,70-74,69,63,132
2020,75-79,40,51,91
2020,80-84,33,46,79
2020,85-89,18,34,52
2020,90-94,6,6,12
2020,95-99,2,2,4
2020,100+,0,0,0
2021,0-4,171,180,351
2021,5-9,193,212,405
2021,10-14,175,169,344
2021,15-19,194,176,370
2021,20-24,213,228,441
2021,25-29,245,241,486
2021,30-34,226,198,424
2021,35-39,269,206,475
2021,40-44,243,154,397
2021,45-49,188,181,369
2021,50-54,207,173,380
2021,55-59,246,221,467
2021,60-64,216,214,430
2021,65-69,157,140,297
2021,70-74,69,77,146
2021,75-79,44,50,94
2021,80-84,34,43,77
2021,85-89,18,33,51
2021,90-94,7,10,17
2021,95-99,4,3,7
2021,100+,0,0,0
2022,0-4,159,158,317
2022,5-9,201,216,417
2022,10-14,171,180,351
2022,15-19,193,162,355
2022,20-24,198,222,420
2022,25-29,242,242,484
2022,30-34,237,205,442
2022,35-39,247,208,455
2022,40-44,258,164,422
2022,45-49,203,173,376
2022,50-54,197,178,375
2022,55-59,232,199,431
2022,60-64,212,226,438
2022,65-69,184,161,345
2022,70-74,86,84,170
2022,75-79,43,49,92
2022,80-84,32,48,80
2022,85-89,19,31,50
2022,90-94,10,12,22
2022,95-99,4,2,6
2022,100+,0,0,0
2023,0-4,150,124,274
2023,5-9,201,243,444
2023,10-14,169,171,340
2023,15-19,187,160,347
2023,20-24,195,215,410
2023,25-29,235,251,486
2023,30-34,241,192,433
2023,35-39,236,214,450
2023,40-44,274,186,460
2023,45-49,206,152,358
2023,50-54,201,183,384
2023,55-59,216,196,412
2023,60-64,224,226,450
2023,65-69,187,181,368
2023,70-74,93,92,185
2023,75-79,49,44,93
2023,80-84,34,51,85
2023,85-89,20,32,52
2023,90-94,11,15,26
2023,95-99,5,3,8
2023,100+,0,0,0
2024,0-4,112,103,215
2024,5-9,220,237,457
2024,10-14,169,182,351
2024,15-19,179,160,339
2024,20-24,193,204,397
2024,25-29,240,242,482
2024,30-34,240,210,450
2024,35-39,226,202,428
2024,40-44,283,209,492
2024,45-49,221,144,365
2024,50-54,184,184,368
2024,55-59,222,189,411
2024,60-64,232,222,454
2024,65-69,189,186,375
2024,70-74,101,118,219
2024,75-79,52,50,102
2024,80-84,34,48,82
2024,85-89,21,33,54
2024,90-94,13,17,30
2024,95-99,5,3,8
2024,100+,0,0,0
2025,0-4,112,103,215
2025,5-9,195,210,405
2025,10-14,179,195,374
2025,15-19,176,154,330
2025,20-24,190,198,388
2025,25-29,234,239,473
2025,30-34,241,220,461
2025,35-39,232,205,437
2025,40-44,275,215,490
2025,45-49,224,141,365
2025,50-54,180,179,359
2025,55-59,223,176,399
2025,60-64,235,226,461
2025,65-69,193,210,403
2025,70-74,117,124,241
2025,75-79,58,63,121
2025,80-84,34,43,77
2025,85-89,23,34,57
2025,90-94,14,17,31
2025,95-99,5,4,9
2025,100+,0,0,0
2026,0-4,111,102,213
2026,5-9,171,180,351
2026,10-14,193,212,405
2026,15-19,175,169,344
2026,20-24,194,176,370
2026,25-29,213,228,441
2026,30-34,245,241,486
2026,35-39,226,198,424
2026,40-44,269,206,475
2026,45-49,243,154,397
2026,50-54,188,181,369
2026,55-59,207,173,380
2026,60-64,238,221,459
2026,65-69,199,214,413
2026,70-74,132,139,271
2026,75-79,58,77,135
2026,80-84,36,41,77
2026,85-89,24,31,55
2026,90-94,14,17,31
2026,95-99,6,5,11
2026,100+,0,0,0
2027,0-4,109,101,210
2027,5-9,159,158,317
2027,10-14,201,216,417
2027,15-19,171,180,351
2027,20-24,193,162,355
2027,25-29,198,222,420
2027,30-34,242,242,484
2027,35-39,237,205,442
2027,40-44,247,208,455
2027,45-49,258,164,422
2027,50-54,203,173,376
2027,55-59,197,178,375
2027,60-64,227,199,426
2027,65-69,192,226,418
2027,70-74,159,159,318
2027,75-79,68,84,152
2027,80-84,34,44,78
2027,85-89,24,32,56
2027,90-94,14,17,31
2027,95-99,7,7,14
2027,100+,0,0,0
2028,0-4,108,100,208
2028,5-9,150,124,274
2028,10-14,201,243,444
2028,15-19,169,171,340
2028,20-24,187,160,347
2028,25-29,195,215,410
2028,30-34,235,251,486
2028,35-39,241,192,433
2028,40-44,236,214,450
2028,45-49,274,186,460
2028,50-54,206,152,358
