year,age_range,male,female,total
2019,0-4,187,160,347
2019,5-9,153,168,321
2019,10-14,157,116,273
2019,15-19,199,171,370
2019,20-24,253,235,488
2019,25-29,263,241,504
2019,30-34,259,225,484
2019,35-39,328,310,638
2019,40-44,260,242,502
2019,45-49,245,242,487
2019,50-54,283,271,554
2019,55-59,287,303,590
2019,60-64,228,228,456
2019,65-69,131,151,282
2019,70-74,59,91,150
2019,75-79,64,77,141
2019,80-84,38,73,111
2019,85-89,25,35,60
2019,90-94,9,14,23
2019,95-99,0,4,4
2019,100+,0,0,0
2020,0-4,169,155,324
2020,5-9,170,171,341
2020,10-14,148,110,258
2020,15-19,188,165,353
2020,20-24,252,232,484
2020,25-29,258,229,487
2020,30-34,260,221,481
2020,35-39,315,313,628
2020,40-44,270,253,523
2020,45-49,243,243,486
2020,50-54,267,258,525
2020,55-59,306,300,606
2020,60-64,241,239,480
2020,65-69,142,176,318
2020,70-74,73,97,170
2020,75-79,54,76,130
2020,80-84,41,74,115
2020,85-89,22,35,57
2020,90-94,11,17,28
2020,95-99,2,5,7
2020,100+,0,0,0
2021,0-4,155,147,302
2021,5-9,180,185,365
2021,10-14,156,114,270
2021,15-19,171,144,315
2021,20-24,240,213,453
2021,25-29,249,227,476
2021,30-34,261,243,504
2021,35-39,312,280,592
2021,40-44,285,268,553
2021,45-49,244,250,494
2021,50-54,256,242,498
2021,55-59,301,303,604
2021,60-64,245,262,507
2021,65-69,161,181,342
2021,70-74,91,112,203
2021,75-79,45,73,118
2021,80-84,47,76,123
2021,85-89,22,34,56
2021,90-94,11,18,29
2021,95-99,4,6,10
2021,100+,0,0,0
2022,0-4,143,136,279
2022,5-9,189,184,373
2022,10-14,153,140,293
2022,15-19,168,115,283
2022,20-24,220,196,416
2022,25-29,260,234,494
2022,30-34,258,250,508
2022,35-39,297,260,557
2022,40-44,301,281,582
2022,45-49,245,245,490
2022,50-54,250,239,489
2022,55-59,294,289,583
2022,60-64,255,294,549
2022,65-69,178,192,370
2022,70-74,99,131,230
2022,75-79,37,66,103
2022,80-84,49,79,128
2022,85-89,25,34,59
2022,90-94,12,18,30
2022,95-99,5,6,11
2022,100+,0,0,0
2023,0-4,139,128,267
2023,5-9,191,180,371
2023,10-14,149,146,295
2023,15-19,158,115,273
2023,20-24,214,190,404
2023,25-29,262,227,489
2023,30-34,250,253,503
2023,35-39,283,228,511
2023,40-44,318,311,629
2023,45-49,244,241,485
2023,50-54,257,232,489
2023,55-59,281,280,561
2023,60-64,264,300,564
2023,65-69,189,215,404
2023,70-74,104,138,242
2023,75-79,47,79,126
2023,80-84,46,67,113
2023,85-89,25,46,71
2023,90-94,13,18,31
2023,95-99,6,6,12
2023,100+,0,0,0
2024,0-4,133,125,258
2024,5-9,187,160,347
2024,10-14,153,168,321
2024,15-19,157,116,273
2024,20-24,199,171,370
2024,25-29,253,235,488
2024,30-34,263,241,504
2024,35-39,259,225,484
2024,40-44,328,310,638
2024,45-49,260,242,502
2024,50-54,245,242,487
2024,55-59,277,271,548
2024,60-64,264,303,567
2024,65-69,205,228,433
2024,70-74,115,151,266
2024,75-79,52,89,141
2024,80-84,45,62,107
2024,85-89,25,48,73
2024,90-94,14,17,31
2024,95-99,6,6,12
2024,100+,0,0,0
2025,0-4,135,126,261
2025,5-9,169,155,324
2025,10-14,170,171,341
2025,15-19,148,110,258
2025,20-24,188,165,353
2025,25-29,252,232,484
2025,30-34,258,229,487
2025,35-39,260,221,481
2025,40-44,315,313,628
2025,45-49,270,253,523
2025,50-54,243,243,486
2025,55-59,265,258,523
2025,60-64,281,300,581
2025,65-69,216,239,455
2025,70-74,122,176,298
2025,75-79,62,94,156
2025,80-84,40,64,104
2025,85-89,26,50,76
2025,90-94,14,17,31
2025,95-99,7,7,14
2025,100+,0,0,0
2026,0-4,134,126,260
2026,5-9,155,147,302
2026,10-14,180,185,365
2026,15-19,156,114,270
2026,20-24,171,144,315
2026,25-29,240,213,453
2026,30-34,249,227,476
2026,35-39,261,243,504
2026,40-44,312,280,592
2026,45-49,285,268,553
2026,50-54,244,250,494
2026,55-59,256,242,498
2026,60-64,278,303,581
2026,65-69,220,262,482
2026,70-74,139,180,319
2026,75-79,73,106,179
2026,80-84,36,63,99
2026,85-89,28,52,80
2026,90-94,14,18,32
2026,95-99,8,8,16
2026,100+,0,0,0
2027,0-4,132,125,257
2027,5-9,143,136,279
2027,10-14,189,184,373
2027,15-19,153,140,293
2027,20-24,168,115,283
2027,25-29,220,196,416
2027,30-34,260,234,494
2027,35-39,258,250,508
2027,40-44,297,260,557
2027,45-49,301,281,582
2027,50-54,245,245,490
2027,55-59,250,239,489
2027,60-64,275,289,564
2027,65-69,230,293,523
2027,70-74,153,189,342
2027,75-79,76,120,196
2027,80-84,34,57,91
2027,85-89,31,53,84
2027,90-94,15,17,32
2027,95-99,8,9,17
2027,100+,0,0,0
2028,0-4,129,123,252
2028,5-9,139,128,267
2028,10-14,191,180,371
2028,15-19,149,146,295
2028,20-24,158,115,273
2028,25-29,214,190,404
2028,30-34,262,227,489
2028,35-39,250,253,503
2028,40-44,283,228,511
2028,45-49,318,311,629
2028,50-54,244,241,485
2028,55-59,257,232,489
2028,60-64,265,280,545
2028,65-69,239,300,539
2028,70-74,164,209,373
2028,75-79,80,126,206
2028,80-84,37,65,102
2028,85-89,30,43,73
2028,90-94,14,26,40
2028,95-99,9,9,18
2028,100+,0,0,0
2029,0-4,126,120,246
2029,5-9,133,125,258
2029,10-14,187,160,347
2029,15-19,153,168,321
2029,20-24,157,116,273
2029,25-29,199,171,370
2029,30-34,253,235,488
2029,35-39,263,241,504
2029,40-44,259,225,484
2029,45-49,328,310,638
2029,50-54,260,242,502
2029,55-59,245,242,487
2029,60-64,264,271,535
2029,65-69,239,301,540
2029,70-74,180,219,399
2029,75-79,90,136,226
2029,80-84,39,71,110
2029,85-89,29,40,69
2029,90-94,14,27,41
2029,95-99,9,9,18
2029,100+,0,0,0
2030,0-4,122,116,238
2030,5-9,135,126,261
2030,10-14,169,155,324
2030,15-19,170,171,341
2030,20-24,148,110,258
2030,25-29,188,165,353
2030,30-34,252,232,484
2030,35-39,258,229,487
2030,40-44,260,221,481
2030,45-49,315,313,628
2030,50-54,270,253,523
2030,55-59,243,243,486
2030,60-64,254,258,512
2030,65-69,256,297,553
2030,70-74,191,228,419
2030,75-79,97,155,252
2030,80-84,43,75,118
2030,85-89,26,40,66
2030,90-94,14,26,40
2030,95-99,9,9,18
2030,100+,0,0,0
2031,0-4,118,112,230
2031,5-9,134,126,260
2031,10-14,155,147,302
2031,15-19,180,185,365
2031,20-24,156,114,270
2031,25-29,171,144,315
2031,30-34,240,213,453
2031,35-39,249,227,476
2031,40-44,261,243,504
2031,45-49,312,280,592
2031,50-54,285,268,553
2031,55-59,244,250,494
2031,60-64,246,242,488
2031,65-69,253,300,553
2031,70-74,195,247,442
2031,75-79,114,158,272
2031,80-84,50,85,135
2031,85-89,25,38,63
2031,90-94,15,27,42
2031,95-99,9,9,18
2031,100+,0,0,0
2032,0-4,115,109,224
2032,5-9,132,125,257
2032,10-14,143,136,279
2032,15-19,189,184,373
2032,20-24,153,140,293
2032,25-29,168,115,283
2032,30-34,220,196,416
2032,35-39,260,234,494
2032,40-44,258,250,508
2032,45-49,297,260,557
2032,50-54,301,281,582
2032,55-59,245,245,490
2032,60-64,241,239,480
2032,65-69,250,288,538
2032,70-74,205,274,479
2032,75-79,128,166,294
2032,80-84,51,95,146
2032,85-89,23,36,59
2032,90-94,16,26,42
2032,95-99,9,9,18
2032,100+,0,0,0
2033,0-4,113,107,220
2033,5-9,129,123,252
2033,10-14,139,128,267
2033,15-19,191,180,371
2033,20-24,149,146,295
2033,25-29,158,115,273
2033,30-34,214,190,404
2033,35-39,262,227,489
2033,40-44,250,253,503
2033,45-49,283,228,511
2033,50-54,318,311,629
2033,55-59,244,241,485
2033,60-64,248,232,480
2033,65-69,242,280,522
2033,70-74,214,280,494
2033,75-79,138,184,322
2033,80-84,55,101,156
2033,85-89,25,43,68
2033,90-94,15,20,35
2033,95-99,9,14,23
2033,100+,0,0,0
2034,0-4,110,104,214
2034,5-9,126,120,246
2034,10-14,133,125,258
2034,15-19,187,160,347
2034,20-24,153,168,321
2034,25-29,157,116,273
2034,30-34,199,171,370
2034,35-39,253,235,488
2034,40-44,263,241,504
2034,45-49,259,225,484
2034,50-54,328,310,638
2034,55-59,260,242,502
2034,60-64,238,242,480
2034,65-69,240,271,511
