year,age_range,male,female,total
2019,0-4,143,131,274
2019,5-9,137,117,254
2019,10-14,130,121,251
2019,15-19,168,163,331
2019,20-24,185,171,356
2019,25-29,200,177,377
2019,30-34,199,189,388
2019,35-39,232,204,436
2019,40-44,187,170,357
2019,45-49,158,148,306
2019,50-54,176,157,333
2019,55-59,175,187,362
2019,60-64,186,167,353
2019,65-69,103,110,213
2019,70-74,58,67,125
2019,75-79,43,43,86
2019,80-84,33,54,87
2019,85-89,12,26,38
2019,90-94,6,10,16
2019,95-99,0,4,4
2019,100+,0,0,0
2020,0-4,137,117,254
2020,5-9,136,125,261
2020,10-14,134,123,257
2020,15-19,162,145,307
2020,20-24,173,168,341
2020,25-29,202,188,390
2020,30-34,195,177,372
2020,35-39,226,216,442
2020,40-44,203,178,381
2020,45-49,160,142,302
2020,50-54,174,146,320
2020,55-59,161,198,359
2020,60-64,200,170,370
2020,65-69,121,118,239
2020,70-74,64,78,142
2020,75-79,39,42,81
2020,80-84,36,53,89
2020,85-89,14,29,43
2020,90-94,7,12,19
2020,95-99,0,6,6
2020,100+,0,0,0
2021,0-4,124,114,238
2021,5-9,148,124,272
2021,10-14,128,110,238
2021,15-19,165,143,308
2021,20-24,154,163,317
2021,25-29,202,190,392
2021,30-34,191,192,383
2021,35-39,223,196,419
2021,40-44,212,196,408
2021,45-49,173,136,309
2021,50-54,163,157,320
2021,55-59,171,176,347
2021,60-64,193,184,377
2021,65-69,131,130,261
2021,70-74,82,87,169
2021,75-79,39,46,85
2021,80-84,34,44,78
2021,85-89,14,36,50
2021,90-94,9,14,23
2021,95-99,1,6,7
2021,100+,0,0,0
2022,0-4,117,107,224
2022,5-9,152,132,284
2022,10-14,124,111,235
2022,15-19,153,132,285
2022,20-24,160,155,315
2022,25-29,197,194,391
2022,30-34,204,181,385
2022,35-39,206,195,401
2022,40-44,213,199,412
2022,45-49,178,150,328
2022,50-54,167,157,324
2022,55-59,178,156,334
2022,60-64,182,199,381
2022,65-69,147,142,289
2022,70-74,89,95,184
2022,75-79,38,48,86
2022,80-84,32,44,76
2022,85-89,19,36,55
2022,90-94,9,14,23
2022,95-99,2,6,8
2022,100+,0,0,0
2023,0-4,108,99,207
2023,5-9,152,137,289
2023,10-14,123,101,224
2023,15-19,138,136,274
2023,20-24,170,163,333
2023,25-29,187,177,364
2023,30-34,204,177,381
2023,35-39,204,193,397
2023,40-44,232,211,443
2023,45-49,180,150,330
2023,50-54,159,162,321
2023,55-59,181,155,336
2023,60-64,163,191,354
2023,65-69,168,150,318
2023,70-74,95,106,201
2023,75-79,42,59,101
2023,80-84,32,38,70
2023,85-89,20,37,57
2023,90-94,11,18,29
2023,95-99,2,5,7
2023,100+,0,0,0
2024,0-4,102,96,198
2024,5-9,143,131,274
2024,10-14,137,117,254
2024,15-19,130,121,251
2024,20-24,168,163,331
2024,25-29,185,171,356
2024,30-34,200,177,377
2024,35-39,199,189,388
2024,40-44,232,204,436
2024,45-49,187,170,357
2024,50-54,158,148,306
2024,55-59,176,157,333
