統計年月,縣市代碼,區域,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
2014-08,09020,金門縣烏坵鄉,0,0,0,0,0,0,0,-1,0,1,-1,-1,1,1,0,0,0,0,-1,-1,0,1,0,0,0,0,1,0,0,-2,-2,0,2,2,0,-1,0,1,-1,0,-1,0,2,0,0,-1,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,-1,1,2,0,-1,-2,1,2,0,0,-1,-1,1,0,-1,0,1,0,-1,1,1,-1,-3,0,3,0,-1,1,0,-1,1,-1,0,1,-1,-2,1,2,-1,0,1,1,-1,0,1,-2,0,2,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,0,-1,0,1,0,-1,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08,09020,金門縣,82,1067,540,527,9,0,-5,9,-4,1,24,-2,-14,-1,11,-3,1,16,5,-5,-10,-3,0,-3,1,11,-2,-9,3,7,-20,-13,28,4,-2,12,-7,-18,1,2,289,246,6,23,-1,24,13,6,4,9,0,14,4,7,20,-6,-6,10,20,9,0,-8,-10,14,-1,-12,13,-12,-1,25,14,3,-11,4,11,19,5,-22,-2,12,11,11,-3,7,12,13,-7,-11,1,-9,10,6,8,14,13,4,-10,7,12,8,-2,-9,3,11,16,-3,0,4,4,14,-21,2,8,20,22,5,-31,-15,-11,-30,41,38,-2,-12,38,29,-12,3,12,6,16,6,-31,18,27,-9,3,15,10,1,0,4,-11,0,9,-8,5,14,-3,-6,5,-2,-2,-6,-7,13,-1,-5,4,1,-1,-4,7,0,1,3,7,-2,0,2,2,2,-2,2,4,-4,-4,10,2,-4,1,0,-2,-7,3,7,1,-4,-2,-1,2,5,1,2,0,-1,-3,-3,2,0,0,4,0,0,-1,1,0
2014-08,10002,宜蘭縣宜蘭市,77,26,-12,38,1,22,-3,0,4,0,9,3,-17,-4,20,13,-20,-13,9,7,-3,-8,1,-19,-24,32,-1,-9,3,-23,-20,-24,15,22,-10,-4,-7,-16,16,6,-6,-5,-13,11,-6,-15,11,6,1,22,2,-3,-5,2,7,-1,12,-8,-14,16,8,-15,-17,-11,-1,-6,-3,-2,-6,13,13,2,-30,0,12,-2,12,-1,-13,11,7,0,13,-5,0,-10,7,14,6,-6,-15,-5,-3,-3,-8,1,16,1,8,1,-19,-12,4,20,4,6,-3,-14,1,16,-3,-5,1,6,18,-4,-1,2,-11,-15,9,23,3,3,15,-12,3,19,-28,0,21,-4,1,-4,12,10,-7,-7,-2,9,11,13,-6,-2,2,-5,-3,0,9,-3,-4,-7,-12,14,3,-3,-1,-7,4,2,0,11,-2,-8,0,1,6,10,6,-3,-16,-10,7,1,-5,1,8,3,0,1,-3,-1,-3,6,5,0,-4,-10,2,5,0,3,-1,2,-1,1,-2,-2,2,1,-1,0,0,0,1,0,0
2014-08,10002,宜蘭縣羅東鎮,57,216,102,114,-1,0,3,-7,3,10,-3,5,20,13,11,9,15,14,8,7,8,7,25,18,12,16,4,5,6,-4,-21,-3,6,8,4,-10,-38,-3,22,5,-5,4,11,-7,-17,0,17,13,1,-20,-24,4,14,-3,1,6,4,13,-5,-10,-1,-2,-13,-10,-5,-8,-3,-1,5,1,11,12,-4,-16,3,17,19,8,-10,-8,3,33,-13,-14,6,16,2,-24,20,3,-21,-1,-3,-1,3,6,5,-4,-3,2,-9,-9,11,8,-13,0,13,-12,-2,14,-2,-4,-7,-17,4,22,-4,1,-9,-11,8,-2,-8,23,14,-15,2,12,-11,-5,17,-2,5,5,-2,7,5,-11,3,13,3,5,3,-16,-7,6,4,-4,-4,-3,6,6,-6,0,2,-5,2,15,-3,-7,-2,-5,2,2,5,-1,-1,4,1,-1,-5,-4,2,2,4,5,1,-2,-3,-2,-1,-3,1,7,0,-1,0,-3,2,1,-4,0,3,0,0,2,0,0,0,-3,0,3,0,0,0,0,0
2014-08,10002,宜蘭縣蘇澳鎮,14,-87,-61,-26,-10,3,6,-5,-7,10,4,-2,1,-1,-19,0,9,-8,2,-2,-8,-3,2,-1,-5,-1,-2,-9,8,6,-12,5,4,-3,3,-9,-16,6,3,1,6,-10,-3,-1,-10,10,8,-6,5,7,-16,-5,2,1,8,-9,-3,6,-3,4,7,-2,-15,-7,-2,4,2,-3,5,-13,-8,-2,-10,13,4,-1,0,-11,-7,11,0,-3,5,-2,-6,6,4,-2,4,-11,-27,5,16,6,0,-7,5,-6,-8,3,6,5,0,-8,-10,-1,3,6,-1,-4,9,4,-8,-9,13,13,-4,0,-2,0,-7,-8,2,5,6,-1,5,4,-8,-17,8,14,1,5,4,4,4,-1,-2,2,5,4,-9,-12,-1,7,-6,-10,8,1,-2,-4,-8,9,2,-2,0,7,-8,-7,8,-3,-3,3,-5,-1,4,0,-1,-2,-1,7,5,2,5,-1,-2,3,2,-3,-2,0,1,0,1,3,1,-1,-1,1,1,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0
2014-08,10002,宜蘭縣頭城鎮,10,-13,-2,-11,3,3,0,-6,0,6,-1,2,1,-4,-3,4,5,-4,-7,3,1,-3,-14,-10,6,4,-1,7,8,-2,-14,1,10,1,9,-4,-15,-2,6,3,-4,1,4,-3,2,-4,-4,2,6,2,-9,-4,3,-1,-5,4,7,-8,6,-2,-10,-2,-2,9,2,4,1,-11,-6,3,-4,6,4,-10,5,2,-3,0,3,-3,-6,1,7,5,3,0,-3,-1,5,-2,-5,1,-9,7,11,-3,-5,2,-5,-5,11,0,-9,-4,6,0,5,8,-11,-4,5,8,2,-3,-7,-3,10,4,-14,-9,7,2,9,3,-2,-8,3,11,-2,-2,-4,5,8,4,-9,-14,14,10,-4,6,0,-6,1,-1,-6,-4,-3,2,7,-5,0,-3,-5,4,-1,-4,-1,8,-2,-2,7,-3,1,3,-6,-1,4,-4,-1,1,-2,-1,4,4,-3,-3,-1,4,0,-1,3,-1,-1,1,-1,-2,3,1,-1,-3,0,3,1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0
2014-08,10002,宜蘭縣礁溪鄉,21,-22,-7,-15,-2,2,-15,0,11,8,0,-10,7,2,-11,6,-7,-1,2,-3,-1,5,1,-3,-4,-3,2,5,4,-7,-6,0,4,0,-1,3,1,2,-2,1,-3,-19,-7,12,3,-4,7,-1,-4,-7,5,1,1,-1,-1,7,0,-3,-11,0,7,-6,6,-7,-5,18,-10,-16,13,10,-6,-11,0,8,-9,2,7,2,-4,-13,8,8,-3,0,7,-7,-4,-2,-4,12,-8,-1,15,-5,4,-2,-8,-2,-1,-3,-6,9,12,-10,1,-3,-16,-3,13,14,0,-11,-5,1,5,0,2,-5,-10,5,16,4,-4,4,-3,-10,8,15,4,-7,-13,-2,17,9,-7,3,0,-4,7,3,1,1,-5,-8,-8,4,7,-1,0,0,-3,-1,3,6,1,-7,-3,6,2,-10,-9,1,3,6,-1,-3,3,2,-1,-3,-1,0,0,1,5,-3,-5,2,3,0,2,1,0,1,2,0,0,-1,-1,3,0,1,0,0,0,-4,-1,3,0,-1,0,-1,0,1,0,0,0
2014-08,10002,宜蘭縣壯圍鄉,10,-9,-20,11,3,6,3,-6,-11,-2,10,5,-2,-3,-3,-1,0,-4,-3,-1,4,1,-10,0,-3,-2,3,2,-2,2,-3,1,3,5,2,1,-9,-12,0,0,-3,-2,-6,-1,9,7,-11,-1,-5,-3,14,2,-1,-8,-8,4,8,7,-5,1,1,6,4,-5,-14,2,5,-10,2,-3,2,11,3,-3,1,5,-3,1,4,-6,-3,7,-5,3,-12,-4,14,11,-4,-4,3,-10,-1,6,3,-3,-1,-3,-2,6,1,-1,-8,-9,-1,11,-2,-2,-1,-4,14,1,-4,0,5,5,0,3,-10,-13,3,-1,7,15,2,-6,-1,3,0,2,4,-3,1,5,-4,1,7,5,-3,-3,4,-1,-3,-11,2,9,-6,-4,1,3,1,3,1,-4,-7,-1,5,-2,-3,2,-4,-1,9,7,-4,-2,-1,-1,3,-1,0,1,-1,0,-2,-3,-2,4,4,-1,1,-1,1,-2,-2,3,2,-4,-1,3,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-08,10002,宜蘭縣員山鄉,19,-11,0,-11,-2,3,-7,-6,10,5,2,2,-2,-4,2,-1,-1,0,2,-4,3,4,-7,-4,-1,5,-3,-1,3,1,2,-1,-7,2,1,-1,-2,-3,3,-1,-4,-3,0,-5,-3,-2,6,12,-10,-11,11,-3,1,2,-2,13,2,-7,-6,1,5,-8,6,9,-7,-5,4,-10,-6,-1,-1,-2,5,3,-9,-4,5,5,-8,-7,9,-6,-8,10,5,6,8,4,-3,-5,-10,-5,7,2,-9,3,-5,-17,7,16,-3,3,2,-6,-6,-9,2,11,-1,-10,9,4,-9,0,0,4,8,0,-9,3,12,1,2,2,-1,1,5,0,-3,-8,7,2,4,-2,-3,1,-3,12,-1,2,10,-5,-9,-9,-2,3,0,-2,-3,-3,-3,4,10,-3,-8,2,6,0,-2,2,-3,0,1,3,2,-1,2,1,1,-6,-12,-2,8,6,-1,4,1,-2,0,3,1,-3,1,3,2,-3,0,3,0,0,-1,2,-2,0,3,0,0,0,0,0,0,-1,0,1,0,0,0
2014-08,10002,宜蘭縣冬山鄉,2,-136,-47,-89,3,7,-8,-7,10,1,-9,1,-1,-2,-6,-10,-4,-1,5,2,-2,-10,-18,-13,0,-3,-10,-13,-6,3,-19,-7,21,-7,0,15,-13,-25,-2,6,-4,1,-1,-1,7,-4,1,-3,-10,1,4,4,-4,-7,-7,11,13,-7,-3,-5,1,-7,6,4,-17,8,4,-4,0,-9,-10,4,2,-14,10,15,6,-2,-29,-8,28,-1,2,8,0,-10,-3,10,-11,-1,2,-15,-8,8,28,-8,-9,7,-10,0,1,-2,-10,-4,13,-4,8,13,-2,-11,-7,6,-1,-4,10,-12,-6,2,-4,-8,4,13,13,5,-8,-6,-5,5,7,4,0,-13,4,12,4,3,6,2,-7,-9,9,8,-2,-8,-9,3,3,1,1,-6,-3,0,2,4,-2,2,-2,2,-3,0,10,-2,-13,-1,14,-2,-2,1,0,1,0,-7,0,7,4,1,0,2,-7,-3,6,0,-3,5,-1,-1,2,0,1,-2,-1,1,0,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0
2014-08,10002,宜蘭縣五結鄉,57,-24,-7,-17,-4,-6,10,3,-9,4,5,1,-5,-3,1,-5,-5,-9,-3,4,-4,-8,3,-10,-10,0,-5,-1,7,-5,-3,3,2,2,2,1,1,-1,-9,-9,5,-6,6,0,-6,8,4,-8,-13,5,8,-1,-6,3,6,5,-12,2,15,3,-5,-13,5,6,5,-6,-10,-4,5,3,-1,-4,-4,8,1,-14,-3,8,6,-1,5,6,2,-8,-19,0,6,5,-2,-3,12,-5,-9,7,4,11,3,-3,1,8,7,-26,-7,18,-4,-5,2,9,-11,1,7,-2,-2,-5,-4,3,10,1,-4,2,9,0,3,14,2,-6,1,-8,2,-2,-8,13,5,1,2,-2,3,0,-5,1,13,6,-7,-10,3,8,-2,-8,-3,-1,0,-2,-2,3,-8,0,11,0,-2,1,-1,2,1,0,1,-9,-2,9,1,-3,-4,3,6,3,2,-7,-5,6,1,-2,1,2,-1,1,1,1,0,1,0,-1,0,1,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,0
2014-08,10002,宜蘭縣三星鄉,26,-35,-20,-15,0,1,-3,-2,2,-6,-4,7,0,-4,0,0,1,-1,-6,-8,-2,6,-6,-4,0,-6,-8,0,8,-2,-10,-5,10,5,-7,1,1,-5,0,-4,1,-1,-4,-3,1,7,-5,-1,7,8,1,-8,2,4,-3,1,3,-5,2,1,-4,4,-1,-6,-3,-2,4,5,6,2,-13,2,4,-4,7,2,-4,-8,-4,6,-2,7,1,-7,6,1,-5,-3,3,3,0,-2,4,3,-6,1,-6,3,11,-1,-4,1,4,0,-3,-6,-5,-2,11,9,-11,-6,-4,-1,14,0,-3,5,1,-3,1,1,7,7,-4,2,0,-3,1,-3,-5,1,1,-1,-2,-5,7,7,-2,2,4,1,-6,-7,3,9,-8,-2,5,-9,1,1,-2,2,6,1,-3,-2,-4,1,-2,-8,5,7,-4,-2,2,4,-4,-1,2,2,3,-2,-1,3,1,-1,-3,-1,5,0,-2,0,1,1,-1,1,-1,0,-3,0,3,-2,0,2,-1,0,1,0,0,0,0,0,0,0,0
