統計年月,縣市代碼,區域,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
2014-07,09020,金門縣烏坵鄉,0,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,-1,1,1,0,0,0,0,-1,0,1,-1,0,1,0,-1,0,0,-1,1,1,0,0,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,0,0,0,1,0,-1,-1,1,0,0,1,0,-1,-1,1,-1,-2,2,1,-1,-1,1,-1,-1,1,0,1,0,-1,1,0,0,0,-2,1,1,0,1,0,-1,0,1,0,-1,0,1,0,-1,-1,1,1,0,0,0,1,1,0,0,1,-1,0,1,0,0,-1,-1,1,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07,09020,金門縣,80,473,195,278,-3,14,-8,-13,10,10,20,5,-18,-5,-7,20,7,-16,-4,0,17,1,-14,0,-1,4,12,-4,-8,3,7,3,-6,7,15,-16,-21,-5,5,-4,-19,-28,-12,26,5,12,-3,-4,25,12,-22,6,5,10,15,-20,2,32,31,13,-12,-1,-6,-17,22,13,-12,1,5,-11,21,25,-13,2,12,-7,16,7,-31,-12,22,24,-5,11,6,9,-19,-18,-14,18,20,-11,-10,8,13,9,28,-16,1,22,4,9,-38,-18,20,10,14,36,14,11,23,5,4,7,0,-3,10,4,-50,-38,73,62,-32,-3,31,21,-21,-9,43,17,-13,13,2,-19,1,28,5,-4,7,11,3,4,3,-8,5,1,0,1,19,6,-14,-8,-9,11,13,-7,-14,0,16,3,-6,-5,-13,11,17,-3,2,6,-3,0,10,5,-6,-7,1,4,1,3,2,-2,-4,5,-7,-7,6,5,1,1,2,-1,-3,-1,-1,4,-1,-2,4,-1,0,1,-1,0,1,0,0,0,0
2014-07,10002,宜蘭縣宜蘭市,78,5,24,-19,-8,7,-6,-9,-5,1,18,-15,-7,-7,3,15,-20,-6,15,-2,3,9,4,-20,-15,16,4,-5,-9,-14,2,-3,2,1,2,-6,-21,7,6,-27,-10,-16,16,23,-14,-6,7,4,-25,1,12,5,20,4,-6,1,5,5,-3,5,0,-22,4,-11,-20,14,-9,3,18,-12,-2,1,5,13,-2,-24,4,11,3,2,23,3,-17,2,11,-12,2,-10,-1,18,1,-14,-15,12,17,8,-10,-4,-2,8,5,-4,-12,-6,14,7,11,17,-4,-21,-12,-1,6,21,-14,-27,21,17,-18,-11,12,14,19,-6,3,0,-7,6,-6,7,-2,-6,-1,7,16,10,4,-10,-1,17,15,-8,-13,-4,-4,-3,2,5,3,2,-3,2,2,-6,-2,3,8,2,-8,3,10,-11,0,12,0,-3,7,5,-6,-1,-7,3,2,-3,1,-2,6,0,-4,3,-1,-2,5,2,1,-10,-1,5,-1,3,0,-3,-2,3,0,0,1,0,-1,-2,0,1,0,0,0,0,0
2014-07,10002,宜蘭縣羅東鎮,35,-24,-4,-20,8,8,-11,0,-4,-8,14,-7,-3,6,3,5,-8,-2,-1,4,-2,-3,13,7,10,-10,-5,0,0,-4,-25,-3,9,-2,-11,-15,4,13,-1,-12,-17,7,15,-6,3,-2,-4,14,-2,-14,-12,7,8,-10,-7,4,10,5,10,-12,-14,9,-6,-11,-8,11,15,-27,-8,12,3,0,-5,0,3,-14,10,1,-12,7,7,12,6,-6,1,0,-4,-3,-6,-15,1,6,3,9,5,-2,-5,-9,20,15,-11,0,-6,-5,-4,-4,-11,7,12,-18,-8,15,17,17,-9,-11,8,-12,-1,-7,-6,26,0,-9,-2,-5,23,11,-5,-7,-7,16,15,-13,-9,6,4,3,5,-6,-1,9,-6,-1,3,0,-3,0,3,7,1,-1,-5,-10,-1,16,6,-17,-5,8,3,-4,-1,-9,-8,13,4,-1,7,-6,-7,3,3,2,-3,-4,1,4,4,3,-2,-3,1,1,-3,1,0,-1,-2,1,3,0,0,0,-1,-1,1,0,-2,2,2,0,0,-1,-1,0,0
2014-07,10002,宜蘭縣蘇澳鎮,17,-26,-21,-5,6,-3,-4,4,4,-7,-3,7,-6,-4,4,0,0,2,-10,6,10,1,2,-17,-5,6,-3,2,1,-11,-7,2,-2,1,-2,-6,2,-2,5,-4,2,10,-8,-10,6,-2,-4,12,11,-9,-9,5,0,2,-5,-2,15,7,-7,-8,0,9,-2,-13,4,5,-5,-9,0,3,-10,0,0,-6,5,4,-11,12,-6,-3,9,10,0,-4,6,-2,4,-6,0,7,-11,-13,-12,-4,10,16,-8,-13,5,7,8,1,-11,-10,-2,4,5,1,-1,1,1,-12,1,22,7,-5,0,-1,-5,-12,0,22,-8,-16,13,15,-3,0,-1,1,5,-2,6,1,-9,4,-5,-8,11,8,-3,7,-4,-14,3,-5,-4,4,-1,1,5,0,0,-4,-10,5,0,2,9,-1,-4,-10,2,13,4,-2,-2,-9,-4,11,5,-2,-7,3,6,-1,0,2,0,-1,0,-1,-1,0,3,-2,-4,3,4,0,-1,1,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,0,0
2014-07,10002,宜蘭縣頭城鎮,30,-19,3,-22,1,-2,0,9,-3,-9,-1,-1,2,3,6,-1,-9,0,-5,6,9,1,1,-6,-3,-2,-9,-1,7,-2,1,-11,-6,8,1,-8,1,-2,0,0,-4,1,5,0,-4,-6,3,13,-4,1,-5,-11,6,3,-1,-3,3,0,-7,1,11,-4,-1,-2,0,3,-11,-13,10,7,-5,0,-1,-6,1,0,4,11,-3,-14,5,1,-6,7,1,8,4,-7,-3,-1,-5,-8,-8,9,8,-6,-1,12,5,-3,-2,-1,-1,-6,-17,6,11,-9,2,0,11,3,3,3,-4,-5,1,10,-6,-16,10,11,-1,1,-16,-6,18,12,-4,-6,-2,10,8,-4,-5,3,5,-8,5,10,0,-6,-4,1,-1,1,4,1,-4,-7,0,4,-3,-1,4,-4,1,6,-7,-8,6,5,4,-3,-2,2,-2,1,-3,2,4,-4,-2,2,-2,5,1,-4,1,-2,1,0,-1,5,2,-1,-2,0,1,0,1,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0
2014-07,10002,宜蘭縣礁溪鄉,35,3,-21,24,-2,6,-10,-7,10,7,1,-3,-8,-9,2,4,-3,-3,6,3,2,4,-3,0,-2,1,-4,-2,7,1,-7,-6,-5,-2,3,6,-4,-5,-12,3,17,11,-3,-11,4,-10,0,4,-3,12,-6,-2,5,7,-2,-9,10,7,-8,4,-2,-8,-4,-1,-1,5,5,-2,-1,-5,-11,10,3,1,8,4,-5,-1,-3,1,4,6,7,-5,-22,-3,2,0,12,-1,-4,2,-2,-7,4,4,-3,-4,3,-1,3,13,4,-9,-11,0,-5,-6,2,-1,-5,3,10,3,-4,-4,11,6,-20,-12,16,13,-6,5,0,-6,8,0,-11,-10,5,16,7,-3,4,3,0,4,-2,2,8,0,-4,-6,-4,0,1,3,-1,-2,2,-6,-11,3,6,3,-2,2,1,-3,2,-3,3,6,-1,1,-2,0,0,-4,0,0,0,-2,2,6,1,0,0,1,-4,0,2,3,0,-4,-1,2,-2,2,2,-2,-2,2,2,0,0,-1,0,1,0,0,0,-1,0,0,0
2014-07,10002,宜蘭縣壯圍鄉,4,-2,2,-4,3,2,2,-3,0,5,-3,-2,-3,3,-2,-2,-1,-1,0,3,-1,-3,-1,-6,-3,1,1,-7,-7,3,7,-6,-1,8,-6,-5,1,3,-10,-6,10,0,9,-4,-2,2,-2,5,2,6,-4,-6,3,-2,2,-2,1,2,-6,4,-8,-4,14,-5,-3,-2,-12,-2,6,6,0,-1,0,-2,2,9,2,-6,0,-2,-2,-4,1,10,-4,-8,2,6,5,-1,-7,-2,2,-10,7,10,-8,-2,1,-8,18,15,-19,-6,1,-4,3,2,-4,4,12,1,3,-4,0,2,3,0,-11,-1,-1,1,8,-3,2,7,2,0,-6,-5,6,11,0,-6,0,4,-2,-7,5,8,1,3,-2,-6,-2,3,-2,-4,1,5,-3,-3,-1,-1,2,-4,1,8,4,-3,-7,4,-3,0,5,0,2,1,0,-5,-4,5,3,2,-2,-7,2,6,0,-5,0,1,0,1,0,2,0,-1,1,1,-1,-1,1,1,-1,0,0,0,0,0,0,-1,0,1,0,0,0
2014-07,10002,宜蘭縣員山鄉,33,76,31,45,-5,3,8,-5,-2,5,2,-5,0,2,0,4,-4,3,5,-6,4,2,0,2,-4,3,-1,1,5,-9,-4,3,0,7,6,-3,-7,-10,9,16,-7,-15,2,6,-12,6,18,-1,2,2,-1,3,-12,3,17,-2,-13,-5,8,6,2,4,2,0,-6,1,3,-2,-11,-2,4,2,3,7,-3,-8,-8,6,9,8,11,3,-5,-3,-7,0,-1,-2,-3,6,5,-3,4,-6,-1,3,-1,0,-7,7,7,-15,2,19,0,-11,4,5,-10,-7,8,15,-2,-4,-2,-6,5,2,-26,-10,23,13,8,-1,7,2,-3,2,-12,-5,7,4,6,-1,4,6,-2,-1,-4,-4,2,9,4,-3,-5,-6,1,4,5,-3,-5,-7,-2,4,1,1,4,4,-1,-4,1,1,-4,-1,5,1,1,2,-1,-1,-7,1,5,-2,-1,1,4,4,2,-1,-3,0,3,0,-3,0,2,2,1,1,-2,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0
2014-07,10002,宜蘭縣冬山鄉,47,23,28,-5,-4,-9,3,-3,2,-8,0,4,2,-5,6,4,5,-4,5,7,-17,-2,12,-7,-13,2,4,-1,4,-7,-22,1,15,2,-5,-2,-3,5,4,3,-4,-8,1,5,4,-5,-9,-1,8,9,-12,-8,13,-2,-3,-16,-11,25,13,-4,-3,1,-3,-14,3,-2,-6,0,6,5,-12,2,4,-2,-7,3,6,-6,-7,-1,12,-1,9,-4,-3,13,-11,2,10,-11,1,13,-5,-1,6,0,-9,-1,-2,-2,18,4,-24,-7,20,4,-12,-4,-10,18,20,-16,11,9,-13,-8,3,15,-6,-15,2,4,-6,0,16,9,1,4,-4,-1,7,5,6,4,-1,0,4,1,-1,6,8,1,0,-5,-5,-3,4,-2,0,3,2,-6,-4,5,4,-2,-4,2,0,-4,-1,-3,6,10,-3,-1,2,0,0,4,1,-7,-1,-3,2,2,-1,3,2,-3,0,-1,-1,3,2,-2,-2,1,0,1,0,0,0,0,0,1,0,0,0,-1,-2,1,1,0,0,0,0
2014-07,10002,宜蘭縣五結鄉,40,34,-1,35,-1,1,7,-9,-8,1,3,1,-5,2,3,4,0,1,-1,-1,0,-3,-3,1,-7,-9,6,5,0,-3,-4,5,-8,-2,19,10,-4,-15,-15,4,18,3,-9,-7,-3,11,4,4,10,-7,-4,-1,-4,-2,0,8,-2,-5,13,0,-20,-2,-2,0,0,-2,1,-3,-6,4,3,4,6,8,-5,2,-1,-8,-4,6,11,5,5,-11,-10,5,4,9,-2,-3,-11,-5,6,-4,-1,17,-1,-9,5,3,-1,6,9,-9,-4,6,2,1,-10,5,1,-15,13,13,-12,-7,8,4,-16,-1,21,7,-5,-1,0,1,9,-4,-2,8,3,-5,-11,6,15,0,-12,-1,13,10,-6,-3,0,-4,-7,-1,6,-1,-2,-1,4,4,-5,-10,4,8,-2,-2,2,3,3,1,-7,-4,1,-2,1,1,-2,4,-3,-1,2,3,1,0,-6,1,8,-3,1,5,-1,-1,3,-1,-1,1,0,1,1,0,0,0,0,0,0,-2,0,1,0,1,0,0,0,0,0
2014-07,10002,宜蘭縣三星鄉,12,12,10,2,3,-5,1,3,0,-4,-4,4,6,1,-1,1,-1,0,1,1,1,-5,2,-1,-7,1,4,-1,-1,-1,-8,1,11,-1,-2,3,-8,-5,2,3,-5,-1,-1,-3,8,2,-8,-4,4,-4,-4,5,4,5,-2,-7,-3,-3,9,9,-3,2,-5,-3,6,-5,-2,8,-2,-6,-3,3,4,2,-3,-7,7,3,5,-1,-1,4,-6,-2,8,1,-6,-11,-7,-2,1,8,-3,9,4,0,-3,-3,1,-10,7,4,0,5,-9,-3,7,5,1,-4,-2,1,5,2,4,-8,-7,7,-4,-3,7,5,-4,5,3,1,11,4,-8,2,-2,-8,-3,7,12,0,-6,-2,3,3,4,-1,-6,0,2,-1,-3,-1,3,4,-1,-3,-2,-5,7,7,-5,-4,-5,1,6,1,-1,-3,4,3,-3,0,0,-2,2,0,-1,2,3,0,-2,0,0,-2,-1,0,-1,-1,2,3,0,-3,0,1,-1,-1,1,0,0,0,-1,0,1,0,-1,0,1,0,0,0,0
