year,age_range,male,female,total
2019,0-4,102,106,208
2019,5-9,117,127,244
2019,10-14,153,111,264
2019,15-19,151,148,299
2019,20-24,178,150,328
2019,25-29,168,150,318
2019,30-34,177,152,329
2019,35-39,176,162,338
2019,40-44,194,137,331
2019,45-49,179,129,308
2019,50-54,159,129,288
2019,55-59,165,121,286
2019,60-64,122,111,233
2019,65-69,85,65,150
2019,70-74,33,42,75
2019,75-79,20,36,56
2019,80-84,9,26,35
2019,85-89,4,13,17
2019,90-94,9,3,12
2019,95-99,0,1,1
2019,100+,1,0,1
2020,0-4,99,97,196
2020,5-9,112,124,236
2020,10-14,148,119,267
2020,15-19,144,131,275
2020,20-24,182,160,342
2020,25-29,167,147,314
2020,30-34,174,155,329
2020,35-39,179,152,331
2020,40-44,177,142,319
2020,45-49,193,130,323
2020,50-54,157,135,292
2020,55-59,178,120,298
2020,60-64,127,113,240
2020,65-69,92,83,175
2020,70-74,42,42,84
2020,75-79,22,31,53
2020,80-84,10,31,41
2020,85-89,5,17,22
2020,90-94,8,4,12
2020,95-99,1,1,2
2020,100+,0,0,0
2021,0-4,96,91,187
2021,5-9,104,120,224
2021,10-14,144,119,263
2021,15-19,139,115,254
2021,20-24,186,177,363
2021,25-29,159,145,304
2021,30-34,169,149,318
2021,35-39,185,150,335
2021,40-44,176,157,333
2021,45-49,194,120,314
2021,50-54,172,134,306
2021,55-59,167,132,299
2021,60-64,129,112,241
2021,65-69,113,86,199
2021,70-74,49,54,103
2021,75-79,23,32,55
2021,80-84,13,30,43
2021,85-89,6,18,24
2021,90-94,6,7,13
2021,95-99,2,1,3
2021,100+,0,0,0
2022,0-4,91,84,175
2022,5-9,105,114,219
2022,10-14,128,120,248
2022,15-19,150,115,265
2022,20-24,171,173,344
2022,25-29,163,141,304
2022,30-34,179,156,335
2022,35-39,172,144,316
2022,40-44,187,161,348
2022,45-49,196,124,320
2022,50-54,156,135,291
2022,55-59,174,129,303
2022,60-64,140,115,255
2022,65-69,117,94,211
2022,70-74,66,59,125
2022,75-79,22,36,58
2022,80-84,15,32,47
2022,85-89,6,21,27
2022,90-94,5,9,14
2022,95-99,4,0,4
2022,100+,0,0,0
2023,0-4,86,80,166
2023,5-9,107,107,214
2023,10-14,116,119,235
2023,15-19,151,119,270
2023,20-24,167,152,319
2023,25-29,168,155,323
2023,30-34,174,155,329
2023,35-39,170,145,315
2023,40-44,194,162,356
2023,45-49,184,123,307
2023,50-54,170,139,309
2023,55-59,161,130,291
2023,60-64,163,115,278
2023,65-69,117,106,223
2023,70-74,70,60,130
