year,age_range,male,female,total
2019,0-4,111,121,232
2019,5-9,117,106,223
2019,10-14,141,108,249
2019,15-19,172,134,306
2019,20-24,224,182,406
2019,25-29,214,166,380
2019,30-34,158,178,336
2019,35-39,206,198,404
2019,40-44,218,203,421
2019,45-49,215,185,400
2019,50-54,236,187,423
2019,55-59,274,218,492
2019,60-64,217,189,406
2019,65-69,167,154,321
2019,70-74,87,103,190
2019,75-79,67,69,136
2019,80-84,42,67,109
2019,85-89,29,32,61
2019,90-94,9,27,36
2019,95-99,3,2,5
2019,100+,0,1,1
2020,0-4,105,116,221
2020,5-9,118,114,232
2020,10-14,132,97,229
2020,15-19,171,126,297
2020,20-24,213,171,384
2020,25-29,208,175,383
2020,30-34,164,175,339
2020,35-39,205,201,406
2020,40-44,218,206,424
2020,45-49,208,173,381
2020,50-54,238,182,420
2020,55-59,272,224,496
2020,60-64,225,197,422
2020,65-69,177,156,333
2020,70-74,97,116,213
2020,75-79,66,69,135
2020,80-84,43,65,108
2020,85-89,30,40,70
2020,90-94,11,27,38
2020,95-99,3,5,8
2020,100+,0,0,0
2021,0-4,100,114,214
2021,5-9,119,108,227
2021,10-14,127,102,229
2021,15-19,161,121,282
2021,20-24,197,160,357
2021,25-29,223,184,407
2021,30-34,174,161,335
2021,35-39,197,201,398
2021,40-44,213,213,426
2021,45-49,208,168,376
2021,50-54,240,188,428
2021,55-59,256,209,465
2021,60-64,231,208,439
2021,65-69,185,161,346
2021,70-74,108,128,236
2021,75-79,66,79,145
2021,80-84,47,63,110
2021,85-89,29,41,70
2021,90-94,12,21,33
2021,95-99,4,8,12
2021,100+,0,0,0
2022,0-4,102,98,200
2022,5-9,107,122,229
2022,10-14,125,88,213
2022,15-19,156,129,285
2022,20-24,187,148,335
2022,25-29,226,192,418
2022,30-34,186,162,348
2022,35-39,192,190,382
2022,40-44,197,205,402
2022,45-49,216,171,387
2022,50-54,231,198,429
2022,55-59,257,200,457
2022,60-64,241,218,459
2022,65-69,183,169,352
2022,70-74,123,134,257
2022,75-79,66,81,147
2022,80-84,45,65,110
2022,85-89,30,41,71
2022,90-94,13,19,32
2022,95-99,5,10,15
2022,100+,0,0,0
2023,0-4,101,92,193
2023,5-9,102,115,217
2023,10-14,120,100,220
2023,15-19,148,121,269
2023,20-24,188,135,323
2023,25-29,214,199,413
2023,30-34,206,160,366
2023,35-39,181,183,364
2023,40-44,194,199,393
2023,45-49,213,186,399
2023,50-54,216,189,405
2023,55-59,260,199,459
2023,60-64,246,223,469
2023,65-69,200,168,368
2023,70-74,122,147,269
2023,75-79,71,92,163
2023,80-84,41,59,100
2023,85-89,28,45,73
2023,90-94,16,18,34
2023,95-99,6,9,15
2023,100+,0,0,0
2024,0-4,88,81,169
2024,5-9,111,121,232
2024,10-14,117,106,223
2024,15-19,141,108,249
2024,20-24,172,134,306
2024,25-29,224,182,406
2024,30-34,214,166,380
2024,35-39,158,178,336
2024,40-44,206,198,404
2024,45-49,218,203,421
2024,50-54,215,185,400
2024,55-59,236,187,423
2024,60-64,255,218,473
2024,65-69,195,189,384
2024,70-74,146,152,298
2024,75-79,67,99,166
2024,80-84,46,61,107
2024,85-89,26,44,70
2024,90-94,17,17,34
2024,95-99,7,9,16
2024,100+,0,0,0
2025,0-4,85,77,162
2025,5-9,105,116,221
2025,10-14,118,114,232
2025,15-19,132,97,229
2025,20-24,171,126,297
2025,25-29,213,171,384
2025,30-34,208,175,383
2025,35-39,164,175,339
2025,40-44,205,201,406
2025,45-49,218,206,424
2025,50-54,208,173,381
2025,55-59,238,182,420
2025,60-64,255,224,479
2025,65-69,202,197,399
2025,70-74,155,155,310
2025,75-79,74,110,184
2025,80-84,45,60,105
2025,85-89,26,43,69
