year,age_range,male,female,total
2019,0-4,322,300,622
2019,5-9,304,277,581
2019,10-14,415,378,793
2019,15-19,681,615,1296
2019,20-24,787,725,1512
2019,25-29,898,717,1615
2019,30-34,797,710,1507
2019,35-39,985,999,1984
2019,40-44,1056,1021,2077
2019,45-49,1145,981,2126
2019,50-54,1262,1054,2316
2019,55-59,1336,1048,2384
2019,60-64,1066,942,2008
2019,65-69,837,904,1741
2019,70-74,488,604,1092
2019,75-79,466,615,1081
2019,80-84,402,602,1004
2019,85-89,175,275,450
2019,90-94,38,120,158
2019,95-99,10,23,33
2019,100+,0,2,2
2020,0-4,354,325,679
2020,5-9,303,276,579
2020,10-14,364,336,700
2020,15-19,620,551,1171
2020,20-24,795,736,1531
2020,25-29,876,724,1600
2020,30-34,817,705,1522
2020,35-39,935,920,1855
2020,40-44,1056,1071,2127
2020,45-49,1109,953,2062
2020,50-54,1240,1068,2308
2020,55-59,1319,1035,2354
2020,60-64,1107,953,2060
2020,65-69,900,933,1833
2020,70-74,515,651,1166
2020,75-79,435,550,985
2020,80-84,400,612,1012
2020,85-89,199,298,497
2020,90-94,48,137,185
2020,95-99,10,27,37
2020,100+,0,0,0
2021,0-4,366,342,708
2021,5-9,310,281,591
2021,10-14,338,310,648
2021,15-19,559,500,1059
2021,20-24,775,716,1491
2021,25-29,869,729,1598
2021,30-34,831,712,1543
2021,35-39,889,838,1727
2021,40-44,1027,1100,2127
2021,45-49,1123,930,2053
2021,50-54,1212,1056,2268
2021,55-59,1258,1040,2298
2021,60-64,1174,968,2142
2021,65-69,906,934,1840
2021,70-74,607,731,1338
2021,75-79,393,526,919
2021,80-84,414,594,1008
2021,85-89,211,337,548
2021,90-94,53,138,191
2021,95-99,10,30,40
2021,100+,0,0,0
2022,0-4,389,348,737
2022,5-9,308,292,600
2022,10-14,335,305,640
2022,15-19,495,457,952
2022,20-24,739,660,1399
2022,25-29,850,759,1609
2022,30-34,865,704,1569
2022,35-39,847,791,1638
2022,40-44,1005,1089,2094
2022,45-49,1094,947,2041
2022,50-54,1192,1042,2234
2022,55-59,1248,1035,2283
2022,60-64,1216,997,2213
2022,65-69,920,907,1827
2022,70-74,674,798,1472
2022,75-79,372,489,861
2022,80-84,398,588,986
2022,85-89,224,370,594
2022,90-94,68,147,215
2022,95-99,9,32,41
2022,100+,0,0,0
2023,0-4,404,374,778
2023,5-9,311,299,610
2023,10-14,324,290,614
2023,15-19,459,406,865
2023,20-24,700,632,1332
2023,25-29,832,754,1586
2023,30-34,852,704,1556
2023,35-39,840,762,1602
2023,40-44,988,1050,2038
2023,45-49,1063,973,2036
2023,50-54,1166,1002,2168
2023,55-59,1233,1046,2279
2023,60-64,1242,1021,2263
2023,65-69,928,886,1814
2023,70-74,740,834,1574
2023,75-79,378,522,900
2023,80-84,369,534,903
2023,85-89,247,417,664
2023,90-94,78,151,229
2023,95-99,11,39,50
2023,100+,0,0,0
2024,0-4,420,390,810
2024,5-9,322,300,622
2024,10-14,304,277,581
2024,15-19,415,378,793
2024,20-24,681,615,1296
2024,25-29,787,725,1512
2024,30-34,898,717,1615
2024,35-39,797,710,1507
2024,40-44,973,999,1972
2024,45-49,1031,1021,2052
2024,50-54,1118,977,2095
2024,55-59,1212,1032,2244
2024,60-64,1270,1023,2293
2024,65-69,992,913,1905
2024,70-74,748,854,1602
2024,75-79,408,548,956
2024,80-84,346,511,857
2024,85-89,254,438,692
2024,90-94,90,156,246
2024,95-99,14,47,61
2024,100+,0,0,0
2025,0-4,417,389,806
2025,5-9,354,325,679
2025,10-14,303,276,579
2025,15-19,364,336,700
2025,20-24,620,551,1171
2025,25-29,795,736,1531
2025,30-34,876,724,1600
2025,35-39,817,705,1522
2025,40-44,925,920,1845
2025,45-49,1031,1071,2102
2025,50-54,1084,950,2034
2025,55-59,1192,1046,2238
2025,60-64,1255,1010,2265
2025,65-69,1031,925,1956
2025,70-74,806,883,1689
2025,75-79,431,592,1023
2025,80-84,324,460,784
2025,85-89,254,446,700
2025,90-94,102,172,274
2025,95-99,19,55,74
2025,100+,0,0,0
2026,0-4,415,387,802
2026,5-9,366,342,708
2026,10-14,310,281,591
2026,15-19,338,310,648
2026,20-24,559,500,1059
2026,25-29,775,716,1491
2026,30-34,869,729,1598
2026,35-39,831,712,1543
2026,40-44,881,838,1719
2026,45-49,1002,1100,2102
2026,50-54,1097,930,2027
2026,55-59,1168,1033,2201
2026,60-64,1196,1015,2211
2026,65-69,1098,942,2040
2026,70-74,814,884,1698
2026,75-79,510,666,1176
2026,80-84,294,440,734
2026,85-89,263,433,696
2026,90-94,106,195,301
2026,95-99,20,55,75
2026,100+,0,0,0
2027,0-4,412,385,797
2027,5-9,389,348,737
2027,10-14,308,292,600
2027,15-19,335,305,640
2027,20-24,495,457,952
2027,25-29,739,660,1399
2027,30-34,850,759,1609
