year,age_range,male,female,total
2019,0-4,32,23,55
2019,5-9,17,9,26
2019,10-14,21,19,40
2019,15-19,28,15,43
2019,20-24,54,31,85
2019,25-29,93,42,135
2019,30-34,68,44,112
2019,35-39,62,50,112
2019,40-44,63,44,107
2019,45-49,97,58,155
2019,50-54,98,55,153
2019,55-59,109,55,164
2019,60-64,81,52,133
2019,65-69,52,37,89
2019,70-74,35,25,60
2019,75-79,10,10,20
2019,80-84,16,17,33
2019,85-89,5,9,14
2019,90-94,5,8,13
2019,95-99,1,1,2
2019,100+,0,0,0
2020,0-4,32,26,58
2020,5-9,17,9,26
2020,10-14,20,17,37
2020,15-19,23,8,31
2020,20-24,51,33,84
2020,25-29,86,36,122
2020,30-34,68,47,115
2020,35-39,62,48,110
2020,40-44,74,44,118
2020,45-49,78,60,138
2020,50-54,101,53,154
2020,55-59,105,54,159
2020,60-64,94,55,149
2020,65-69,62,45,107
2020,70-74,36,23,59
2020,75-79,12,12,24
2020,80-84,16,16,32
2020,85-89,6,9,15
2020,90-94,4,10,14
2020,95-99,3,2,5
2020,100+,0,0,0
2021,0-4,28,23,51
2021,5-9,15,12,27
2021,10-14,27,15,42
2021,15-19,22,11,33
2021,20-24,43,29,72
2021,25-29,80,34,114
2021,30-34,75,49,124
2021,35-39,56,46,102
2021,40-44,73,45,118
2021,45-49,78,58,136
2021,50-54,105,51,156
2021,55-59,106,56,162
2021,60-64,94,51,145
2021,65-69,72,50,122
2021,70-74,35,30,65
2021,75-79,14,12,26
2021,80-84,17,15,32
2021,85-89,6,10,16
2021,90-94,5,10,15
2021,95-99,3,2,5
2021,100+,0,0,0
2022,0-4,28,23,51
2022,5-9,18,14,32
2022,10-14,25,14,39
2022,15-19,19,13,32
2022,20-24,34,18,52
2022,25-29,75,40,115
2022,30-34,88,47,135
2022,35-39,49,37,86
2022,40-44,74,48,122
2022,45-49,67,60,127
2022,50-54,95,47,142
2022,55-59,115,61,176
2022,60-64,96,51,147
2022,65-69,78,51,129
2022,70-74,36,29,65
2022,75-79,26,18,44
2022,80-84,13,15,28
2022,85-89,10,14,24
2022,90-94,6,9,15
2022,95-99,2,3,5
2022,100+,0,0,0
2023,0-4,22,20,42
2023,5-9,27,19,46
2023,10-14,20,7,27
2023,15-19,18,18,36
2023,20-24,34,17,51
2023,25-29,56,37,93
2023,30-34,103,43,146
2023,35-39,55,39,94
2023,40-44,69,50,119
2023,45-49,62,49,111
2023,50-54,94,60,154
2023,55-59,106,52,158
2023,60-64,105,56,161
2023,65-69,79,49,128
2023,70-74,46,35,81
2023,75-79,30,23,53
2023,80-84,10,11,21
2023,85-89,12,17,29
2023,90-94,5,8,13
2023,95-99,3,4,7
2023,100+,0,0,0
2024,0-4,17,15,32
2024,5-9,32,23,55
2024,10-14,17,9,26
2024,15-19,21,19,40
2024,20-24,28,15,43
2024,25-29,54,31,85
2024,30-34,93,42,135
2024,35-39,68,44,112
2024,40-44,62,50,112
2024,45-49,63,44,107
2024,50-54,97,58,155
2024,55-59,98,55,153
2024,60-64,109,55,164
2024,65-69,81,52,133
2024,70-74,52,37,89
2024,75-79,32,25,57
2024,80-84,10,10,20
2024,85-89,14,17,31
2024,90-94,5,9,14
2024,95-99,4,6,10
2024,100+,0,0,0
2025,0-4,18,16,34
2025,5-9,32,26,58
2025,10-14,17,9,26
2025,15-19,20,17,37
2025,20-24,23,8,31
2025,25-29,51,33,84
2025,30-34,86,36,122
2025,35-39,68,47,115
2025,40-44,62,48,110
2025,45-49,74,44,118
2025,50-54,78,60,138
2025,55-59,101,53,154
2025,60-64,105,54,159
2025,65-69,94,55,149
2025,70-74,62,45,107
2025,75-79,32,23,55
2025,80-84,12,12,24
2025,85-89,14,16,30
2025,90-94,6,9,15
2025,95-99,4,7,11
2025,100+,0,0,0
2026,0-4,18,17,35
2026,5-9,28,23,51
2026,10-14,15,12,27
2026,15-19,27,15,42
2026,20-24,22,11,33
2026,25-29,43,29,72
2026,30-34,80,34,114
2026,35-39,75,49,124
2026,40-44,56,46,102
2026,45-49,73,45,118
2026,50-54,78,58,136
2026,55-59,105,51,156
2026,60-64,106,56,162
2026,65-69,94,51,145
2026,70-74,72,50,122
2026,75-79,30,30,60
