year,age_range,male,female,total
2019,0-4,64,53,117
2019,5-9,52,55,107
2019,10-14,81,62,143
2019,15-19,95,70,165
2019,20-24,145,95,240
2019,25-29,147,123,270
2019,30-34,122,107,229
2019,35-39,144,139,283
2019,40-44,168,117,285
2019,45-49,171,124,295
2019,50-54,171,130,301
2019,55-59,198,150,348
2019,60-64,149,133,282
2019,65-69,82,105,187
2019,70-74,49,53,102
2019,75-79,29,42,71
2019,80-84,16,22,38
2019,85-89,10,17,27
2019,90-94,4,9,13
2019,95-99,1,1,2
2019,100+,0,0,0
2020,0-4,59,54,113
2020,5-9,59,51,110
2020,10-14,76,64,140
2020,15-19,83,62,145
2020,20-24,144,90,234
2020,25-29,147,123,270
2020,30-34,125,110,235
2020,35-39,126,132,258
2020,40-44,175,130,305
2020,45-49,172,105,277
2020,50-54,175,139,314
2020,55-59,190,140,330
2020,60-64,162,148,310
2020,65-69,95,109,204
2020,70-74,52,63,115
2020,75-79,33,40,73
2020,80-84,16,26,42
2020,85-89,12,17,29
2020,90-94,5,9,14
2020,95-99,1,3,4
2020,100+,0,0,0
2021,0-4,58,49,107
2021,5-9,58,58,116
2021,10-14,70,55,125
2021,15-19,84,69,153
2021,20-24,123,84,207
2021,25-29,152,117,269
2021,30-34,135,102,237
2021,35-39,119,129,248
2021,40-44,169,136,305
2021,45-49,168,112,280
2021,50-54,175,142,317
2021,55-59,197,126,323
2021,60-64,168,150,318
2021,65-69,110,120,230
2021,70-74,55,75,130
2021,75-79,36,37,73
2021,80-84,17,32,49
2021,85-89,14,18,32
2021,90-94,7,7,14
2021,95-99,1,4,5
2021,100+,0,0,0
2022,0-4,50,50,100
2022,5-9,68,61,129
2022,10-14,61,48,109
2022,15-19,84,64,148
2022,20-24,108,84,192
2022,25-29,141,108,249
2022,30-34,146,112,258
2022,35-39,126,115,241
2022,40-44,160,143,303
2022,45-49,177,113,290
2022,50-54,157,136,293
2022,55-59,195,127,322
2022,60-64,181,157,338
2022,65-69,127,119,246
2022,70-74,61,86,147
2022,75-79,37,36,73
2022,80-84,22,35,57
2022,85-89,12,23,35
2022,90-94,10,10,20
2022,95-99,1,4,5
2022,100+,0,0,0
2023,0-4,49,50,99
2023,5-9,70,55,125
2023,10-14,49,49,98
2023,15-19,86,66,152
2023,20-24,102,79,181
2023,25-29,147,104,251
2023,30-34,145,119,264
2023,35-39,119,113,232
2023,40-44,156,127,283
2023,45-49,169,121,290
2023,50-54,170,131,301
2023,55-59,177,131,308
2023,60-64,189,157,346
2023,65-69,136,116,252
2023,70-74,76,99,175
2023,75-79,43,44,87
2023,80-84,25,42,67
2023,85-89,13,18,31
2023,90-94,9,14,23
2023,95-99,3,3,6
2023,100+,0,0,0
2024,0-4,51,50,101
2024,5-9,64,53,117
2024,10-14,52,55,107
2024,15-19,81,62,143
2024,20-24,95,70,165
2024,25-29,145,95,240
2024,30-34,147,123,270
2024,35-39,122,107,229
2024,40-44,144,139,283
2024,45-49,168,117,285
2024,50-54,171,124,295
2024,55-59,171,130,301
2024,60-64,197,150,347
2024,65-69,146,133,279
2024,70-74,78,105,183
2024,75-79,49,53,102
2024,80-84,29,41,70
2024,85-89,16,19,35
2024,90-94,9,14,23
2024,95-99,4,4,8
2024,100+,0,0,0
2025,0-4,51,50,101
2025,5-9,59,54,113
2025,10-14,59,51,110
2025,15-19,76,64,140
2025,20-24,83,62,145
2025,25-29,144,90,234
2025,30-34,147,123,270
2025,35-39,125,110,235
2025,40-44,126,132,258
2025,45-49,175,130,305
2025,50-54,172,105,277
2025,55-59,175,139,314
2025,60-64,189,140,329
2025,65-69,157,148,305
2025,70-74,90,109,199
2025,75-79,51,63,114
2025,80-84,33,38,71
2025,85-89,16,23,39
2025,90-94,10,14,24
2025,95-99,5,5,10
2025,100+,0,0,0
2026,0-4,51,49,100
2026,5-9,58,49,107
2026,10-14,58,58,116
2026,15-19,70,55,125
2026,20-24,84,69,153
2026,25-29,123,84,207
2026,30-34,152,117,269
2026,35-39,135,102,237
2026,40-44,119,129,248
2026,45-49,169,136,305
2026,50-54,168,112,280
2026,55-59,175,142,317
2026,60-64,195,126,321
2026,65-69,160,150,310
2026,70-74,103,120,223
2026,75-79,53,75,128
2026,80-84,34,34,68
2026,85-89,17,26,43
2026,90-94,10,16,26
2026,95-99,7,5,12
2026,100+,0,0,0
2027,0-4,51,48,99
2027,5-9,50,50,100
2027,10-14,68,61,129
2027,15-19,61,48,109
2027,20-24,84,64,148
2027,25-29,108,84,192
2027,30-34,141,108,249
2027,35-39,146,112,258
2027,40-44,126,115,241
2027,45-49,160,143,303
2027,50-54,177,113,290
2027,55-59,157,136,293
2027,60-64,194,127,321
2027,65-69,171,157,328
2027,70-74,114,119,233
2027,75-79,57,86,143
2027,80-84,35,36,71
2027,85-89,21,27,48
2027,90-94,10,16,26
2027,95-99,8,7,15
2027,100+,0,0,0
