year,age_range,male,female,total
2019,0-4,354,316,670
2019,5-9,362,349,711
2019,10-14,429,372,801
2019,15-19,657,576,1233
2019,20-24,864,691,1555
2019,25-29,873,719,1592
2019,30-34,755,607,1362
2019,35-39,890,820,1710
2019,40-44,1031,864,1895
2019,45-49,914,827,1741
2019,50-54,1081,886,1967
2019,55-59,1145,945,2090
2019,60-64,936,1016,1952
2019,65-69,867,896,1763
2019,70-74,495,521,1016
2019,75-79,453,517,970
2019,80-84,297,333,630
2019,85-89,135,184,319
2019,90-94,36,53,89
2019,95-99,13,9,22
2019,100+,0,1,1
2020,0-4,354,322,676
2020,5-9,377,362,739
2020,10-14,397,334,731
2020,15-19,606,517,1123
2020,20-24,831,675,1506
2020,25-29,874,753,1627
2020,30-34,798,614,1412
2020,35-39,837,744,1581
2020,40-44,1047,923,1970
2020,45-49,901,801,1702
2020,50-54,1058,881,1939
2020,55-59,1114,946,2060
2020,60-64,957,983,1940
2020,65-69,869,941,1810
2020,70-74,586,572,1158
2020,75-79,420,509,929
2020,80-84,308,347,655
2020,85-89,141,197,338
2020,90-94,46,58,104
2020,95-99,11,15,26
2020,100+,0,0,0
2021,0-4,375,345,720
2021,5-9,377,346,723
2021,10-14,375,314,689
2021,15-19,564,506,1070
2021,20-24,790,643,1433
2021,25-29,886,739,1625
2021,30-34,790,652,1442
2021,35-39,809,689,1498
2021,40-44,1039,915,1954
2021,45-49,900,813,1713
2021,50-54,1020,867,1887
2021,55-59,1100,915,2015
2021,60-64,969,980,1949
2021,65-69,878,931,1809
2021,70-74,679,690,1369
2021,75-79,396,463,859
2021,80-84,313,372,685
2021,85-89,158,213,371
2021,90-94,50,80,130
2021,95-99,11,13,24
2021,100+,0,0,0
2022,0-4,390,362,752
2022,5-9,356,326,682
2022,10-14,375,323,698
2022,15-19,504,459,963
2022,20-24,740,617,1357
2022,25-29,908,748,1656
2022,30-34,826,670,1496
2022,35-39,766,663,1429
2022,40-44,1002,885,1887
2022,45-49,915,821,1736
2022,50-54,980,865,1845
2022,55-59,1091,890,1981
2022,60-64,1043,964,2007
2022,65-69,873,958,1831
2022,70-74,694,737,1431
2022,75-79,400,463,863
2022,80-84,333,394,727
2022,85-89,165,224,389
2022,90-94,53,90,143
2022,95-99,12,16,28
2022,100+,0,0,0
2023,0-4,411,376,787
2023,5-9,349,317,666
2023,10-14,371,345,716
2023,15-19,462,408,870
2023,20-24,693,593,1286
2023,25-29,889,738,1627
2023,30-34,863,681,1544
2023,35-39,743,634,1377
2023,40-44,966,867,1833
2023,45-49,944,857,1801
2023,50-54,948,832,1780
2023,55-59,1080,872,1952
2023,60-64,1071,950,2021
2023,65-69,848,964,1812
2023,70-74,735,798,1533
2023,75-79,399,451,850
2023,80-84,340,422,762
2023,85-89,180,236,416
2023,90-94,64,100,164
2023,95-99,11,20,31
2023,100+,0,0,0
2024,0-4,432,401,833
2024,5-9,354,316,670
2024,10-14,362,349,711
2024,15-19,429,372,801
2024,20-24,657,576,1233
2024,25-29,864,691,1555
2024,30-34,873,719,1592
2024,35-39,755,607,1362
2024,40-44,881,820,1701
2024,45-49,1006,864,1870
2024,50-54,889,827,1716
2024,55-59,1039,872,1911
2024,60-64,1090,920,2010
2024,65-69,872,985,1857
2024,70-74,774,846,1620
2024,75-79,415,472,887
2024,80-84,340,432,772
2024,85-89,190,241,431
2024,90-94,70,108,178
2024,95-99,13,22,35
2024,100+,0,0,0
2025,0-4,442,411,853
2025,5-9,354,322,676
2025,10-14,377,362,739
2025,15-19,397,334,731
2025,20-24,606,517,1123
2025,25-29,831,675,1506
2025,30-34,874,753,1627
2025,35-39,798,614,1412
2025,40-44,830,744,1574
2025,45-49,1022,923,1945
2025,50-54,876,801,1677
2025,55-59,1018,868,1886
2025,60-64,1059,921,1980
2025,65-69,893,953,1846
2025,70-74,778,889,1667
2025,75-79,492,521,1013
2025,80-84,315,426,741
2025,85-89,197,251,448
2025,90-94,74,115,189
2025,95-99,17,26,43
2025,100+,0,0,0
2026,0-4,448,415,863
2026,5-9,375,345,720
2026,10-14,377,346,723
2026,15-19,375,314,689
2026,20-24,564,506,1070
2026,25-29,790,643,1433
2026,30-34,886,739,1625
2026,35-39,790,652,1442
2026,40-44,804,689,1493
2026,45-49,1014,915,1929
2026,50-54,875,813,1688
2026,55-59,983,856,1839
2026,60-64,1046,890,1936
2026,65-69,904,951,1855
2026,70-74,788,881,1669
2026,75-79,572,629,1201
2026,80-84,296,387,683
2026,85-89,200,272,472
2026,90-94,82,127,209
2026,95-99,19,34,53
2026,100+,0,0,0
2027,0-4,449,417,866
2027,5-9,390,362,752
2027,10-14,356,326,682
2027,15-19,375,323,698
2027,20-24,504,459,963
2027,25-29,740,617,1357
2027,30-34,908,748,1656
2027,35-39,826,670,1496
2027,40-44,764,663,1427
2027,45-49,977,885,1862
2027,50-54,890,821,1711
2027,55-59,946,855,1801
2027,60-64,1039,865,1904
2027,65-69,972,936,1908
2027,70-74,784,908,1692
2027,75-79,583,673,1256
2027,80-84,302,389,691
2027,85-89,213,290,503
2027,90-94,84,131,215
2027,95-99,20,36,56
2027,100+,0,0,0
2028,0-4,449,417,866
2028,5-9,411,376,787
2028,10-14,349,317,666
2028,15-19,371,345,716
2028,20-24,462,408,870
2028,25-29,693,593,1286
2028,30-34,889,738,1627
2028,35-39,863,681,1544
2028,40-44,743,634,1377
2028,45-49,943,867,1810
2028,50-54,919,857,1776
2028,55-59,918,825,1743
2028,60-64,1027,847,1874
2028,65-69,1000,923,1923
2028,70-74,763,914,1677
2028,75-79,617,730,1347
2028,80-84,303,382,685
2028,85-89,223,311,534
2028,90-94,92,139,231
2028,95-99,24,41,65
2028,100+,0,0,0
2029,0-4,448,416,864
2029,5-9,432,401,833
2029,10-14,354,316,670
2029,15-19,362,349,711
2029,20-24,429,372,801
2029,25-29,657,576,1233
2029,30-34,864,691,1555
2029,35-39,873,719,1592
2029,40-44,754,607,1361
2029,45-49,861,820,1681
2029,50-54,981,864,1845
2029,55-59,862,822,1684
2029,60-64,989,847,1836
2029,65-69,1019,894,1913
2029,70-74,786,935,1721
2029,75-79,652,773,1425
2029,80-84,317,401,718
2029,85-89,223,320,543
2029,90-94,98,142,240
2029,95-99,26,44,70
2029,100+,0,0,0
2030,0-4,443,411,854
2030,5-9,442,411,853
2030,10-14,354,322,676
2030,15-19,377,362,739
2030,20-24,397,334,731
2030,25-29,606,517,1123
2030,30-34,831,675,1506
2030,35-39,874,753,1627
2030,40-44,796,614,1410
2030,45-49,812,744,1556
2030,50-54,997,923,1920
2030,55-59,847,796,1643
2030,60-64,972,844,1816
2030,65-69,990,894,1884
2030,70-74,805,905,1710
2030,75-79,656,811,1467
2030,80-84,377,441,818
2030,85-89,202,313,515
2030,90-94,102,147,249
2030,95-99,26,46,72
2030,100+,0,0,0
2031,0-4,437,406,843
2031,5-9,448,415,863
2031,10-14,375,345,720
